TID,AR
TID_MASSGIFT_9THBIRTHDAY_ANNOUNCEMENT_TEXT,بلغت Hay Day عامها التاسع. يغمرنا الحماس بهذه المناسبة، ونود الاحتفال بها معكم جميعًا. جرت العادة أن تكون هناك هدية في أعياد الميلاد، ولهذا نهديك بعض الماسات. شكرًا على استمرارك في اللعب طوال هذه السنوات!
TID_CUSTOMIZATION_BIRTHDAY2021,عيد الميلاد
TID_CHEETAH1,فهد صياد أصفر
TID_CHEETAH2,فهد صياد برتقالي
TID_ARCTIC_FOX1,ثعلب قطبي أبيض
TID_ARCTIC_FOX2,ثعلب قطبي بني
TID_CHEETAH_HOUSE_SHOP_DESCRIPTION,يأوي <CAPACITY> من الفهود الصيادة
TID_ARCTIC_FOX_HOUSE_SHOP_DESCRIPTION,يأوي <CAPACITY> من الثعالب القطبية
TID_CROP_CLAY,طين فخار
TID_CROP_CHICKPEA,حمّص
TID_CROP_PASSIONFRUIT,فاكهة زهرة الآلام
TID_POTTERY_STUDIO,مشغَل صناعة الفخار
TID_POTTERY_STUDIO_DESCRIPTION,ينتج منتجات الفخار
TID_POTTERY_STUDIO_PRODUCT_DESCRIPTION,يُنتج في مشغَل صناعة الفخار
TID_TEA_POT,إبريق شاي
TID_PLANT_POT,نبتة في أصيص
TID_MUG,كوب فخار
TID_PRESERVATION_STATION,قسم الأغذية المحفوظة
TID_PRESERVATION_STATION_DESCRIPTION,تنتج منتجات محفوظة
TID_PRESERVATION_STATION_PRODUCT_DESCRIPTION,يُنتج في قسم الأغذية المحفوظة
TID_PRODUCT_DRIED_FRUIT,فاكهة مجففة
TID_PRODUCT_PICKELS,مخللات
TID_PRODUCT_CANNED_FISH,سمك معلّب
TID_PRODUCT_KIMCHI,كيمتشي
TID_GUINEA_PIG1,خنزير غيني تيدي
TID_GUINEA_PIG_DESCRIPTION,أطعمه لجمع النقاط
TID_GUINEA_PIG2,خنزير غيني شيبا
TID_GUINEA_PIG3,خنزير غيني سيلكي
TID_GUINEA_PIG_HOUSE,منزل الخنزير الغيني
TID_GUINEA_PIG_HOUSE_DESCRIPTION,يأوي <CAPACITY> من الخنازير الغينية
TID_PRODUCT_PASSION_FRUIT_PIE,فطيرة فاكهة زهرة الآلام
TID_PASSION_FRUIT_JUICE,عصير فاكهة زهرة الآلام
TID_PRODUCT_PASSION_FRUIT_JAM,مربى فاكهة زهرة الآلام
TID_PRODUCT_PASSION_FRUIT_SAUCE,صلصة فاكهة الآلام
TID_PRODUCT_HUMMUS,هريسة حمص
TID_PRODUCT_WRAP,شطيرة هريسة حمص ملفوفة
TID_PRODUCT_FALAFEL,فلافل
TID_PRODUCT_SAMOSA,سمبوسة
TID_PRODUCT_PARTYCANDLE,شمعة متعددة الألوان
TID_COTTON_CANDY,حلوى القطن
TID_HORSE6,أبالوزا
TID_DECO_PARTY_FENCE,سور الحفل
TID_DECO_PARTY_BUBBLES,فقاعات الحفل
TID_DECO_PARTY_STAGE,مسرح الحفل
TID_ARCTIC_FOX_HOUSE,منزل الثعلب القطبي
TID_CHEETAH_HOUSE,منزل الفهد الصياد
TID_CARNIVORE_FOOD,سطل لحم
TID_DECO_DISCOCAKE,كعكة الديسكو
TID_CUSTOMIZATION_HALLOWEEN2021,هالووين
TID_NATIVE_DIALOG_INVALID_PLAY_INSTALL_TITLE,تنبيه
TID_NATIVE_DIALOG_INVALID_PLAY_INSTALL_MESSAGE,Hay Day غير مثبتة بالشكل الصحيح. يرجى إعادة تثبيتها من متجر Google Play لإصلاح هذه المشكلة.
TID_NATIVE_DIALOG_INVALID_PLAY_INSTALL_BUTTON,موافق
TID_ANIMAL_ACCESSORY_HAT_HARDHAT_YELLOW,خوذة صفراء
TID_ANIMAL_ACCESSORY_HAT_HARDHAT_BLUE,خوذة زرقاء
TID_DECO_TRAIN_TRACK,سكة قطار
TID_PRODUCT_BIRTHDAYBOUQUET,باقة أزهار عيد الميلاد
TID_DECO_ALPINEFLOWERS,زهور ألبية
TID_DECO_ALPINEPOND,بركة ألبية
TID_DECO_WATERTOWER,برج ماء
TID_DECO_LUGGAGECART,عربة أمتعة
TID_DECO_COZYBLANKET,بطانية مريحة
TID_DECO_COLORFULFLOWERS,زهور متعددة الألوان
TID_DECO_BUTTERFLYPOND,بركة الفراشة
TID_DECO_FITTINGROOM,غرفة القياس
TID_DECO_POTTEDSUCCULENTS,نبات عصاري
TID_DECO_TREEHOUSE,بيت شجرة
TID_DECO_PUMPKINCHICKS,كتاكيت قرع العسل
TID_DECO_CARVEDCHICK,تمثال كتكوت
TID_DECO_CANDYPOOL,حوض الحلوى
TID_DECO_SANDTOYS,لُعب الرمل
TID_DECO_SANDBED,فراش الرمل
TID_DECO_SANDSWING,أرجوحة الرمل
TID_DECO_BEACHFENCE,سور الشاطئ
TID_DECO_BEACHBOARD,لوح الشاطئ
TID_DECO_BEACHKITES,طائرات ورق الشاطئ
TID_DECO_FALL_HEDGE,سياج شجيرات الخريف
TID_DECO_FALL_WEATHERVANE,دوارة رياح الخريف
TID_DECO_FALL_FOUNTAIN,ينبوع الخريف
TID_VOUCHER5,قسيمة الكتاكيت
TID_VOUCHER5_DESCRIPTION,للمبادلة بعناصر خاصة في المتجر
TID_FARM_PASS_BLACK_VOUCHER_DESCRIPTION,يمكنك الحصول على قسائم الكتاكيت بلعب Farm Pass.
TID_BIRD_HOUSE,بيت الطيور
TID_BIRD_HOUSE_DESCRIPTION,مأوى للطيور
TID_PEACOCK1,طاووس أزرق
TID_PEACOCK_DESCRIPTION,أطعم الكائن لجمع النقاط
TID_NEED_MORE_POPUP_MISSING_BLACK_VOUCHER_TITLE,موارد غير كافية!
TID_NEED_MORE_POPUP_MISSING_BLACK_VOUCHER_GENERIC_TEXT,لا تملك عددًا كافيًا من قسائم الكتاكيت.\n\nيمكنك الحصول على قسائم الكتاكيت بلعب Farm Pass.
TID_LEVEL_UP_NEW_CONTAINER_PRODUCTION_BUILDING_TEXT,مبنى إنتاج جديد
TID_NEED_MORE_POPUP_MISSING_BLACK_VOUCHER_BUTTON_COLLECT_VOUCHER,تحصيل القسيمة
TID_NEED_MORE_POPUP_MISSING_BLACK_VOUCHER_BUTTON_GET_FARM_PASS,شراء Farm Pass الآن
TID_NEED_MORE_POPUP_MISSING_BLACK_VOUCHER_BUTTON_PASS_ROAD,تحقق من Farm Pass
TID_DECO_AUTUMNVASE,مزهرية الحصاد
TID_DECO_AUTUMNLANTERNS,فوانيس الحصاد
TID_DECO_AUTUMNWHEELBARROW,عربة جماجم السكر
TID_DECO_SUGARSKULL_PATH,مماشي جماجم السكر
TID_DECO_SUGARSKULLTOMB,مقبرة جماجم السكر
TID_DECO_SUGARSKULLALTAR,هيكل جماجم السكر
TID_DECO_PUMPKINSCARECROW,فزاعة قرع العسل
TID_DECO_SNOWCHICKEN,دجاجة الثلج
TID_DECO_SKIJUMPER,دجاجة متزحلقة على الثلج
TID_DECO_HOCKEYPOND,بحيرة الهوكي
TID_DECO_STOCKINGSTAND,حامل جوارب الهدايا
TID_DECO_SNOWCANNON,مدفع الثلج
TID_DECO_WINTERGAZEBO,مقصورة الشتاء
TID_DECO_GIFTSTATION,محطة الهدايا
TID_DECO_SHOVELSTAND,مسند المجارف
TID_DECO_MOVIEPROPS,إكسسوارات الأفلام
TID_DECO_MOVIENIGHT,ليلة في السينما
TID_DECO_MOVIEBENCH,مقعد سينمائي
TID_DECO_MOVIESTARS,نجوم السينما
TID_DECO_OLYMPIC_GNOME,نوم كلاسيكي
TID_DECO_OLYMPIC_OBSTACLE,عائق كلاسيكي
TID_DECO_OLYMPIC_FLAME,شعلة كلاسيكية
TID_DECO_OLYMPIC_PODIUM,مدرج كلاسيكي
TID_DECO_ARCTIC_LUPINE,ترمس قطبي
TID_DECO_ARCTIC_POPPY,خشخاش قطبي
TID_DECO_EMPTY_WELL,بئر فارغ
TID_DECO_TRAIN_STOP,محطة قطارات
TID_DECO_WOODCUTTING_STATION,محطة تقطيع الخشب
TID_DECO_AUSTRALIA_PAINTINGS,رسومات الكهف
TID_DECO_RUSSIAN_STATUE,أبراج ملونة
TID_OFFER_CONTENTS_PURCHASE_TIMES_INFO,يمكنك شراء هذا العرض <NUM_TIMES_PURCHASABLE> من المرات.
TID_OFFER_CONTENTS_PURCHASE_TIMES_INFO_WITH_COUNT,اشتريت هذا العرض <NUM_TIMES_PURCHASABLE>/<PURCHASE_COUNT> من المرات.
TID_APP_TRACKING_ATT_NOT_GIVEN_FLOATER_TEXT,ميزات Facebook الاجتماعية معطلة حاليًا طبقًا لتفضيلات الخصوصية لديك.
TID_ARCTIC_FOX_CUB1,صغير ثعلب قطبي أبيض
TID_ARCTIC_FOX_CUB2,صغير ثعلب قطبي بني
TID_CHEETAH_CUB1,صغير الفهد الصياد الأصفر
TID_CHEETAH_CUB2,صغير الفهد الصياد البرتقالي
TID_BEE_HIVE_PLACE_BEE_INSIDE_NEST_TEXT,ضع نحلة في خلية النحل.
TID_SQUIRREL_HOUSE_PLACE_SQUIRREL_INSIDE_NEST_TEXT,ضع سنجابًا في بيت السناجب.
TID_GATHERER_MASTERY_INFO_POPUP_TOOLTIP_NEW,سيكون لدى <BUILDING> <PARAM> من خلايا النحل.
TID_SQUIRREL_GATHERER_MASTERY_INFO_POPUP_TOOLTIP_NEW,سيكون لدى <BUILDING> <PARAM> من بيوت السناجب.
TID_NEED_MORE_FRIENDS_SINGULAR,يتطلب الفتح صديقًا جديدًا واحدًا من Supercell ID!
TID_CUSTOM_DECORATIONS_OPTIONS_OCHRE,أكسيد الرصاص
TID_DERBY_BUNNY_DERBY_REWARDS_KEYS_HEADER_SINGULAR_BUNNY,أمسكت بأرنب واحد وستربح <NUMBER> من الجوائز.
TID_DERBY_BUNNY_DERBY_OVER_REWARDS_KEYS_HEADER_SINGULAR_BUNNY,أمسكت بأرنب واحد وربحت <NUMBER> من الجوائز.
TID_DERBY_BINGO_OVER_REWARDS_KEYS_HEADER_SINGULAR,أكملت سطر بينغو واحدًا وربحت جائزة واحدة.
TID_DERBY_BINGO_OVER_REWARDS_KEYS_HEADER_SINGULAR_BINGO,أكملت سطر بينغو واحدًا وربحت <NUMBER> من الجوائز.
TID_DERBY_BINGO_REWARDS_KEYS_HEADER_SINGULAR,أكملت سطر بينغو واحدًا وستحصل على جائزة واحدة.
TID_DERBY_BINGO_REWARDS_KEYS_HEADER_SINGULAR_BINGO,أكملت سطر بينغو واحدًا وستحصل على <NUMBER> من الجوائز.
TID_DERBY_REWARDS_KEYS_HEADER_SINGULAR,لديك حدوة حصان واحدة
TID_DERBY_OVER_REWARDS_KEYS_HEADER_SINGULAR,ربحت حدوة حصان واحدة
TID_PEACOCK2,طاووس بني
TID_PEACOCK3,طاووس أبيض
TID_MASTERY_INFO_POPUP_TOOLTIP_COINS_NEW,كل بضائع <BUILDING> تساوي <BONUS> من العملات من طلبات الشاحنة.
TID_MASTERY_INFO_POPUP_TOOLTIP_EXP_NEW,كل بضائع <BUILDING> تساوي <BONUS> من الخبرة من طلبات الشاحنة.
TID_MASTERY_INFO_POPUP_TOOLTIP_BOAT_EXP_NEW,كل بضائع <BUILDING> تساوي <BONUS> من الخبرة من طلبات القارب.
TID_MASTERY_INFO_POPUP_TOOLTIP_BOAT_SPECIAL_CURRENCY_NEW,كل بضائع <BUILDING> تساوي <BONUS> <CURRENCY> من طلبات القارب.
TID_MASTERY_INFO_POPUP_TOOLTIP_TIME_NEW,كل بضائع <BUILDING> تُنتج بسرعة أكبر بمقدار <BONUS>.
TID_DECO_CHINA_WALL,جدار حجري
TID_DECO_GREECE_PILLARS,أعمدة ذهبية
TID_DECO_IRELAND_SHEEP,خروف الحظ
TID_DECO_NETHERLANDS_WINDMILL,طاحونة هوائية هادئة
TID_DECO_NORWAY_FISH,سمكة مطرطشة
TID_DECO_SWEDEN_HORSE,حصان مصبوغ
TID_FUDGE_SHOP,محل الفادج
TID_FUDGE_SHOP_DESCRIPTION,ينتج الفادج
TID_FUDGE_SHOP_PRODUCT_DESCRIPTION,ينتج في محل الفادج
TID_YOGURT_MAKER,ماكينة الزبادي
TID_YOGURT_MAKER_DESCRIPTION,تنتج منتجات الزبادي
TID_YOGURT_MAKER_PRODUCT_DESCRIPTION,ينتج في ماكينة الزبادي
TID_PLAIN_YOGHURT,زبادي سادة
TID_STRAWBERRY_YOGHURT,زبادي بالفراولة
TID_TROPICAL_YOGHURT,زبادي استوائي
TID_BREAKFAST_BOWL,وعاء الفطار
TID_DECO_SNOWCASTLEFENCE,سور قلعة الثلج
TID_DECO_COWTOPIARY,شجرة بقرة شتوية
TID_DECO_SNOWCASTLE,قلعة الثلج
TID_PRODUCT_MANGO_DESCRIPTION,يُجمع من شجرة المانجو
TID_TREE_MANGOTREE_DESCRIPTION,للجمع ثلاث مرات
TID_DECO_CNY_ENVELOPE,شجيرة الظرف الأحمر
TID_DECO_CNY_DRAGON,تنين أحمر
TID_DECO_CNY_FANS,مراوح ملونة
TID_DECO_CNY_TEAPARTY,شاي مهدئ
TID_DECO_CANDLELIGHT_DINNER,عشاء على الشموع
TID_DECO_HEART_POND,بركة القلب
TID_DECO_HANAMI_BENCH,مقعد هانامي
TID_DECO_HANAMI_PARK,حديقة هانامي
TID_DECO_MOON_LAMP,مصباح القمر
TID_DECO_MOON_BENCH,مقعد القمر
TID_DECO_MOON_GAZEBO,مقصورة حديقة القمر
TID_DECO_MOON_LANTERNS,فوانيس القمر
TID_DECO_EASTER_EGGLAMP,فانوس البيضة
TID_DECO_EASTER_CUTOUT,هيكل أرنب البيض
TID_DECO_EASTER_FOUNTAIN,ينبوع البيضة
TID_DECO_EASTER_EGGPAINTING,ألوان البيض
TID_DECO_ROSEPETAL_PATH,ممشى بتلات الزهور
TID_DECO_HANAMI_PATH,ممشى هانامي
TID_ANIMAL_ACCESSORY_HAT_HARDHAT_PITH,خوذة السفاري
TID_ANIMAL_ACCESSORY_HAT_HARDHAT_BIKER,خوذة الدراجة النارية
TID_ANIMAL_ACCESSORY_HAT_HARDHAT_HORSERIDER,خوذة راكب الخيل
TID_ANIMAL_ACCESSORY_HAT_HELMET_HORNS,خوذة القرنين
TID_ANIMAL_ACCESSORY_HAT_HELMET_BUTTONS,خوذة مرصعة
TID_ANIMAL_ACCESSORY_HAT_HELMET_WINGS,خوذة مجنحة
TID_ANIMAL_ACCESSORY_HAT_CAP_CLAPPERS,قبعة التصفيق
TID_ANIMAL_ACCESSORY_HAT_CAP_WINGS,قبعة مجنحة
TID_ANIMAL_ACCESSORY_HAT_CAP_BOW,قبعة العقدة
TID_ANIMAL_ACCESSORY_HAT_SHOWERCAP_FROG,قبعة استحمام الضفدع
TID_ANIMAL_ACCESSORY_HAT_SHOWERCAP_CHICK,قبعة استحمام الكتكوت
TID_ANIMAL_ACCESSORY_HAT_SHOWERCAP_LOBSTER,قبعة استحمام سرطان البحر
TID_ANIMAL_ACCESSORY_HAT_SHOWERCAP_BAT,قبعة استحمام الخفاش
TID_ANIMAL_ACCESSORY_HAT_TOPHAT_CLOVER,قبعة نفل عالية
TID_ANIMAL_ACCESSORY_HAT_TOPHAT_FLOWER,قبعة زهور عالية
TID_ANIMAL_ACCESSORY_HAT_TOPHAT_FEATHER,قبعة ريش عالية
TID_ANIMAL_ACCESSORY_HAT_TOPHAT_GOGGLES,قبعة نظارة عالية
TID_ANIMAL_ACCESSORY_HAT_CAP_POLICE,قبعة الشرطة
TID_ANIMAL_ACCESSORY_HAT_CAP_CONDUCTOR,قبعة مفتش التذاكر
TID_ANIMAL_ACCESSORY_HAT_CAP_CAPTAIN,قبعة قبطان
TID_ANIMAL_ACCESSORY_HAT_MARINE_POMPOM,قبعة بكرة بحرية
TID_ANIMAL_ACCESSORY_HAT_MARINE_FEATHER,قبعة ريش بحرية
TID_ANIMAL_ACCESSORY_HAT_MEXICAN_FELT,قبعة لباد خضراء
TID_ANIMAL_ACCESSORY_HAT_MEXICAN_PLAIN,قبعة لباد ملونة
TID_ANIMAL_ACCESSORY_HAT_MEXICAN_BUCKLE,قبعة لباد بإبزيم
TID_ANIMAL_ACCESSORY_HAT_BOATER_FEATHER,قبعة قارب بريش
TID_ANIMAL_ACCESSORY_HAT_BOATER_PEARLS,قبعة قارب بلؤلؤ
TID_ANIMAL_ACCESSORY_HAT_BOATER_PLAIN,قبعة قارب بيضاء
TID_ANIMAL_ACCESSORY_HAT_BOATER_POMPOM,قبعة قارب بكرات
TID_ANIMAL_ACCESSORY_HAT_BOWLERHAT_UMBRELLA,برنيطة مظلة
TID_ANIMAL_ACCESSORY_HAT_BOWLERHAT_HAMMER,برنيطة مطرقة
TID_ANIMAL_ACCESSORY_HAT_BOWLERHAT_PERISCOPE,برنيطة منظار الأفق
TID_ANIMAL_ACCESSORY_HAT_BOWLERHAT_BULB,برنيطة مصباح
TID_ANIMAL_ACCESSORY_HAT_BOWLERHAT_BASIC,برنيطة خضراء
TID_ANIMAL_ACCESSORY_HAT_BOWLERHAT_BASIC2,برنيطة وردية
TID_ANIMAL_ACCESSORY_HAT_MEXICAN_BIRTHDAY,قبعة عيد ميلاد احتفالية
TID_DECO_PURPLE_HEDGE,سياج أرجواني
TID_DECO_OLYMPIC_PATH,ممشى كلاسيكي
TID_DECO_MINERS_BENCH,مقعد عامل المنجم
TID_DECO_SNOWCHICKS,كتاكيت الثلج
TID_DECO_LOVEBIRDS,طيور المحبة
TID_DECO_BOOKWORMS,ديدان الكتب
TID_DECO_CHICKLEG_TOPIARY,شجرة قدم الكتكوت
TID_DECO_PAPERBOAT_PUDDLE,بركة قارب ورقي
TID_DECO_MIDSUMMER_FESTIVAL,مهرجان منتصف الصيف
TID_PRODUCT_AFFOGATO,أفوجاتو
TID_DECO_WELWITSCHIA,فلفيتشيا
TID_DECO_SUN_LICHEN,حزاز الشمس
TID_NEED_MORE_SCID_FRIENDS_SINGULAR,يلزم صديق آخر جديد للفتح!
TID_NEED_MORE_SCID_FRIENDS,يلزم <NUMBER> من الأصدقاء الجدد للفتح!
TID_ANIMAL_ACCESSORY_HAT_ELF_HAT_RED,قبعة قزم حمراء
TID_ANIMAL_ACCESSORY_HAT_ELF_HAT_GREEN,قبعة قزم خضراء
TID_DECO_OLYMPIC_FENCE,سور كلاسيكي
TID_DECO_ORANGE_FENCE,السور البرتقالي
TID_DECO_COLORFUL_PATH,ممشى ملون
TID_MINT_FUDGE,فادج النعناع
TID_CHILI_FUDGE,فادج الفلفل الحار
TID_LEMON_FUDGE,فادج الليمون
TID_PEANUT_FUDGE,فادج الفول السوداني
TID_RICH_FUDGE,فادج شوكولاتة غني
TID_DECO_FLOWER_BULBS,بصلات الزهور
TID_DECO_ARCHERY,الرماية
TID_DECO_CARROT_HEIST,سرقة الجزر
TID_DECO_ARCTIC_FIR,صنوبر قطبي
TID_DECO_ARCTIC_JUNIPER,عرعر قطبي
TID_DECO_SUCCULENTS,النباتات العصارية
TID_DECO_CLIVIA,زنبق الأدغال
TID_DECO_BELGIUM_SQUIRREL,سنجاب مانيكن
TID_DECO_CHILE_STATUE,خنزير مواي
TID_DECO_MEXICO_PYRAMID,المعبد الحجري
TID_DECO_SPAIN_CHICKEN,كرة القدم الذهبية
TID_DECO_DENMARK_STATUE,غريغ عريس البحر
TID_DECO_SAUDIARABIA_EXCAVATION,موقع التنقيب
TID_MANGOTREE,شجرة المانجو
TID_DECO_DERBY_HAY_HORSESHOE,حدوة قش
TID_DECO_DERBY_BALL_BASKET,سلة الكرات
TID_DECO_DERBY_SNAIL_RACETRACK,مضمار الحلزون
TID_DECO_DERBY_HOBBYHORSE_TRACK,مضمار قفز الخيل
TID_DECO_DERBY_MECHANICAL_HORSE,حصان ميكانيكي
TID_DECO_DERBY_HORSEHEAD_STATUE,تمثال رأس الحصان
TID_DECO_BEACH_TIKI,عمود ديك الشاطئ
TID_DECO_BEACH_TOWELS,مناشف الشاطئ
TID_DECO_BEACH_HAMMOCK,أرجوحة شاطئ شبكية
TID_DECO_LABRADORTEA,شاي لابرادور
TID_DECO_ICYBATH,حمام ثلج
TID_TOUCAN1,طوقان توكو
TID_TOUCAN2,طوقان جبلي بمنقار مسطح
TID_TOUCAN3,طوقان بمنقار طويل
TID_TOUCAN_DESCRIPTION,أطعم الكائن لجمع النقاط
TID_DECO_FISHERMANS_LIFERING,طوق نجاة الصياد
TID_DECO_FISHERMANS_BOAT,قارب الصياد
TID_DECO_FISHERMANS_NETS,شباك الصياد
TID_YOGHURT_MAKER,ماكينة الزبادي
TID_YOGHURT_MAKER_DESCRIPTION,ينتج في ماكينة الزبادي
TID_STEW_POT,وعاء اليخني
TID_STEW_POT_DESCRIPTION,لعمل منتجات وعاء اليخني
TID_MANGO,مانجو
TID_COCONUT,جوز الهند
TID_CHICKPEA_STEW,يخني الحمّص
TID_WINTER_STEW,يخني الشتاء
TID_CHILI_STEW,يخني الفلفل الحار
TID_COCONUTTREE,شجرة جوز الهند
TID_DECO_10THBIRTHDAY_GAME_STRENGHT,لعبة اختبار القوة
TID_DECO_10THBIRTHDAY_GAME_BALL,لعبة قذف الكرة
TID_DECO_10THBIRTHDAY_GAME_POOL,خزان مياه الدجاجة
TID_DECO_10THBIRTHDAY_TOPIARY,شجرة عيد ميلاد
TID_DECO_10THBIRTHDAY_FERRIS,دوارة عيد الميلاد
TID_DECO_10THBIRTHDAY_CAKE,كعكة عيد ميلاد متعددة الطبقات
TID_TREE_COCONUTTREE_DESCRIPTION,للجمع ثلاث مرات
TID_DECO_SNOWMAN_GREG,غريغ رجل الثلج
TID_DECO_SNOWANGEL_CHICKEN,دجاجة ملاك الثلج
TID_DECO_MOSAIC_PATH,ممشى الفسيفساء
TID_DECO_BIRDHOUSE_FENCE,سور بيت الطيور
TID_DECO_RUSTIC_FENCE,السور الريفي
TID_DECO_POTTED_FENCE,سور الإصيص
TID_WALRUS_HOUSE,منزل حيوان الفظ
TID_WALRUS_HOUSE_SHOP_DESCRIPTION,منزل <CAPACITY> من حيوان الفظ
TID_WALRUS1,الفظ الرمادي
TID_WALRUS2,الفظ البني
TID_MANGO_JUICE,عصير المانجو
TID_PRODUCT_TROPICAL_FONDUE,فوندو استوائي
TID_DECO_SUNBED,سرير التشمس
TID_DECO_FISHERCHICK,الكتكوت الصياد
TID_DECO_HARVESTER,حصاد الخريف
TID_DECO_RAINYDAY,يوم مطير
TID_DECO_CHICKFOOTTROPHY,كأس قدم الكتكوت
TID_DECO_ICECHICK,كتكوت الثلج
TID_DECO_FLAG_FENCE,سور علم عيد الميلاد العاشر
TID_CLAIM_ALREADY_IN_PROGRESS,التفعيل قيد التقدم بالفعل
TID_FARM_PASS_SCID_CLAIM_BUTTON,تفعيل Farm Pass
TID_CLAM_WITCH_SCID_BUTTON,التفعيل
TID_SCID_CONFIRM_GET_FARM_PASS_TITLE,أتريد تفعيل Farm Pass؟
TID_SCID_CONFIRM_GET_FARM_PASS_TEXT,يحتوي Supercell ID الخاص بك على <NUMBER> من تذاكر Farm Pass المتاحة. أتريد استخدام واحدة لتفعيل Farm Pass لهذا الموسم؟
TID_CUSTOMIZATION_BIRTHDAY2022,معرض عيد الميلاد
TID_DECO_CRAFTS_CORNER,ركن الحِرف
TID_DECO_RUINS,أنقاض حزازية
TID_DECO_WEEPING_WILLOW,الصفصاف البابلي
TID_DECO_WEEPING_CHERRY,شجرة الكرز الباكية
TID_DECO_BLUE_SPRUCE,تنوب أزرق صغير
TID_DECO_ANGEL_TRUMPET,شجرة بوق الملاك
TID_MASSGIFT_10YEARBIRTHDAY_CAPSULE1_HEADER,عيد ميلاد Hay Day العاشر!
TID_MASSGIFT_10YEARBIRTHDAY_CAPSULE8_HEADER,مفاجأة عيد ميلاد أخرى!
TID_MASSGIFT_10YEARBIRTHDAY_CAPSULE1_TEXT,يبدو أن هذه الماسة في الكبسولة الزمنية لعيد الميلاد العاشر كانت أكبر مما نظن! شكرًا على لعبك على مدار هذه السنوات العشر الماضية ونتمنى أن تلعب سنوات عديدة قادمة! أتساءل عما تخبئه تلك الكبسولة أيضًا...
TID_MASSGIFT_10YEARBIRTHDAY_CAPSULE8_TEXT,مرحبًا! سمعنا بالعثور على عدة قسائم ذهبية في كبسولة زمنية أخرى! يمكن استخدام هذه المفاجأة اللامعة لاسترداد كم هائل من الجوائز. استمتع بجوائزك!
TID_DECO_JADE_PATH,ممشى اليشم
TID_DECO_SUCCULENT_PATH,ممشى النباتات العصارية
