TID,NL
TID_COUNTY_FAIR_STATS_BONUS_GAMES_EARNED,Geluksbonus
TID_COUNTY_FAIR_STATS_XP_EARNED,Ervaringspunten verdiend
TID_COUNTY_FAIR_STATS_COINS_EARNED,Munten verdiend
TID_COUNTY_FAIR_STATS_RIBBONS_EARNED,Lintjes verdiend
TID_COUNTY_FAIR_STATS_DELIVERIES_COMPLETED,Leveringen voltooid
TID_COUNTY_FAIR_ENDED_STREAK_COMPLETE_MESSAGE,Je hebt de kermiskalender voltooid!
TID_COUNTY_FAIR_ENDED_STREAK_NOT_COMPLETE_MESSAGE,Je hebt de kermiskalender niet voltooid! Herstel voorgaande stempels om de speciale evenementbeloning te ontgrendelen.
TID_COUNTY_FAIR_ENDED_REWARDS_BUTTON,Beloningsoverzicht
TID_COUNTY_FAIR_ENDED_BONUS_LEFT,Geluksbonustickets over: <NUM>
TID_COUNTY_FAIR_ENDED_BANNER_HEADER,De kermis is afgelopen!
TID_COUNTY_FAIR_TODAYS_BONUS_TICKETS,Bonus van vandaag: <NUM>/<MAX>
TID_DAILY_TASKS_NEW_WEEKLY,Volgende wekelijkse taak over:
TID_DAILY_TASKS_MONTH_ENDS_IN,Beloningenpad wordt vernieuwd over <TIME>
TID_CHOCOBUNNY_TRUCKS_EXCHANGE_DESCRIPTION,Een speciale traktatie voor het paasevenement. Verkrijg er meer door speciale truckbestellingen te voltooien en ruil ze in om cadeaus uit de catalogus te ontvangen voor dit speciale evenement!
TID_CHOCOBUNNY_BOATS_EXCHANGE_DESCRIPTION,Een speciale traktatie voor het paasevenement. Verkrijg er meer door speciale bootkratten te vullen en ruil ze in om cadeaus uit de catalogus te ontvangen voor dit speciale evenement!
TID_MISTLETOE_TRUCKS_EXCHANGE_DESCRIPTION,Een speciaal item voor het feestdagenevenement. Verkrijg er meer door speciale truckbestellingen te voltooien en ruil ze in om cadeaus uit de catalogus te ontvangen voor dit speciale evenement!
TID_MISTLETOE_BOATS_EXCHANGE_DESCRIPTION,Een speciaal item voor het feestdagenevenement. Verkrijg er meer door speciale bootkratten te vullen en ruil ze in om cadeaus uit de catalogus te ontvangen voor dit speciale evenement!
TID_EVENT_CATALOG_CONFIRMATION_TITLE,Ruilen bevestigen
TID_EVENT_CATALOG_CONFIRMATION_BUTTON,Beloning verkrijgen
TID_EVENT_CATALOG_NEED_MORE_RESOURCES_CANT_BUY_TEXT,Verkrijg de ontbrekende grondstoffen om de ruil te voltooien.
TID_COUNTY_FAIR_NOTIFICATION_EVENT_ENDED_GENERIC,De kermis is afgelopen!
TID_COUNTY_FAIR_NOTIFICATION_DAILY_STREAK_ACHIEVED,Stempel voor de kermiskalender ontvangen!
TID_COUNTY_FAIR_NOTIFICATION_EVENT_STREAK_ACHIEVED,Je hebt de kermiskalender voltooid!
TID_VOUCHERS_NOTE,Je kunt je opgeslagen tegoedbonnen nu hier terugvinden!
TID_DAILY_TASKS_CLAIM_REWARDS,Claim beloningen!
TID_DAILY_TASKS_DAILY_TASK_TOOLTIP_TITLE,Dagelijkse taak
TID_DAILY_TASKS_WEEKLY_TASK_TOOLTIP_TITLE,Wekelijkse taak
TID_STREAK_TASK_VALLEY_FUEL_SPIN_ONE,Gebruik het benzinerad in het dorp 1 keer.
TID_STREAK_TASK_VALLEY_FUEL_SPIN,Gebruik het benzinerad in het dorp <NUMBER> keer.
TID_STREAK_TASK_VALLEY_DAILY_QUESTS_ONE,Voltooi 1 dagelijkse opdracht in het dorp.
TID_STREAK_TASK_VALLEY_DAILY_QUESTS,Voltooi <NUMBER> dagelijkse opdrachten in het dorp.
TID_STREAK_TASK_VALLEY_REQUEST_ONE,Voltooi 1 verzoek in het dorp.
TID_STREAK_TASK_VALLEY_REQUEST,Voltooi <NUMBER> verzoeken in het dorp.
TID_DAILY_TASKS_OPEN_UNCLAIMED_CHEST_FIRST,Open eerst je niet-geclaimde kisten!
TID_DAILY_TASKS_KNITSTREAK_INFO,Je steekreeks is de ononderbroken reeks van dagen waarop je dagelijkse boerderijtaken hebt voltooid.
TID_DAILY_TASKS_KNITSTREAK_DAYS,Dagen
TID_DAILY_TASKS_KNITSTREAK_DAY,Dag
TID_KNITSTREAK_MISSED_DAYS,Je steekreeks is verbroken! <NUM> lapje(s) gebruiken om de reeks te repareren?
TID_KNITSTREAK_WALLET_YOU_HAVE,Je hebt <NUM> lapje(s).
TID_KNITSTREAK_WALLET_MAX,Aankooplimiet: <NUM>
TID_STREAK_TASK_WEEKLY_COINS,Verdien <NUMBER> munten.
TID_STREAK_TASK_WEEKLY_EXP,Verzamel <NUMBER> ervaringspunten.
TID_STREAK_TASK_WEEKLY_HARVEST,Oogst <NUMBER> keer een gewas.
TID_STREAK_TASK_VALLEY_SPEND_FUEL,Gebruik <NUMBER> jerrycan(s) benzine in het dorp.
TID_STREAK_TASK_DAILY_CHOP_TREE_ONE,Hak 1 boom om.
TID_STREAK_TASK_DAILY_CHOP_TREE,Hak <NUMBER> bomen om.
TID_STREAK_TASK_WEEKLY_FP_POINTS,Verzamel <NUMBER> boerderijkaartpunten.
TID_STREAK_TASK_WEEKLY_DAILY_TASKS,Voltooi <NUMBER> keer een dagelijkse boerderijtaak.
TID_KNITSTREAK_TUTORIAL_DAYS,25
TID_KNITSTREAK_TUTORIAL_PATCHES,9
TID_DAILY_TASKS_MISSED_DAYS_OVER_MAX,Je steekreeks is al <MISSED> dagen lang verbroken. Je kunt een verbroken steekreeks van meer dan <MAX_MISSED> dagen niet meer repareren. Je steekreeks zal gereset worden.
TID_KNITSTREAK_TUTORIAL_8,Tik op de lapjesdoos om meer lapjes te krijgen.
TID_DAILY_TASKS_COMING_SOON,Bereik level <LEVEL> om dagelijkse taken te ontgrendelen!
TID_DAILY_TASKS_TOOLTIP_MYSTERY_BOX_TITLE,Verrassingskist
TID_DAILY_TASKS_TOOLTIP_BIG_MYSTERY_BOX_TITLE,Grote verrassingskist
TID_DAILY_TASKS_TOOLTIP_REWARD_CLAIMED,Beloning al opgehaald
TID_STREAK_TASK_USE_MINE_ONE,Delf 1 keer erts uit de mijn.
TID_STREAK_TASK_USE_MINE,Delf <NUMBER> keer erts uit de mijn.
TID_STREAK_TASK_CLEAR_ROCK_ONE,Verwijder 1 steen.
TID_STREAK_TASK_CLEAR_ROCK,Verwijder <NUMBER> stenen.
TID_STREAK_TASK_DRAIN_SWAMP_ONE,Verwijder 1 moeras.
TID_STREAK_TASK_DRAIN_SWAMP,Verwijder <NUMBER> moerassen.
TID_DECO_DUCK_FISHING,Eendjes vissen
TID_STREAK_TASK_MONTH_CHANGED,Een nieuwe maand is begonnen!
TID_ANIMAL_ACCESSORY_HAT_GOLDENWEEK_FLOWER,Bloemenhoed
TID_DECO_MEDITERRANEAN_SPOUTER,Mediterrane tuit
TID_DECO_MEDITERRANEAN_WELL,Mediterrane waterput
TID_DECO_MEDITERRANEAN_WATERMILL,Mediterrane watermolen
TID_DECO_MEDITERRANEAN_FOUNTAIN,Mediterrane fontein
TID_DECO_MEDITERRANEAN_SPA,Mediterraans kuuroord
TID_DECO_GARDENING_WORKSPACE,Tuinierswerkbank
TID_DECO_SAMURAI_HELMET,Samuraihelm
TID_DECO_FESTIVAL_BUS,Festivalbus
TID_DECO_WISTERIA_BRIDGE,Wisteriabrug
TID_DECO_JOYFUL_STROLLERS,Serene wandeling
TID_DECO_FLOWER_SHRINE,Bloemenaltaar
TID_DECO_FISH_KITE,Visvliegers
TID_DECO_KOTO_DRUMMER,Taikodrummer
TID_DECO_WISH_BOARD,Wensplaatjes
TID_DECO_KOI_FENCE,Koikarperhek
TID_DECO_FISH_PATH,Vistegel
TID_DECO_MIXED_FLOWERS,Gemengd bloembed
TID_DECO_HUMMINGBIRD_FEEDER,Kolibrievoederhuisje
TID_DECO_STONEMASONS_PATH,Stenen tegel
TID_DECO_SPRING_BUTTERFLY,Lentevlinder
TID_DECO_SPRING_CATERPILLAR,Lenterups
TID_DECO_SPRING_CATS,Lentekatten
TID_DECO_HONEYCOMB_PATH,Honingraattegel
TID_DECO_GARDENER_GNOME,Tuinierkabouter
TID_DECO_GARDENERS_SHED,Tuinschuur
TID_DECO_GARDENERS_PERGOLA,Tuinpergola
TID_DECO_TULIP_PATCH,Tulpenveldje
TID_DECO_GREENHOUSE,Serre
TID_DECO_VINE_TRELLIS,Begroeid latwerk
TID_DECO_LEAD_SINGER,Leadzanger
TID_DECO_BAND_POSTER,Bandposter
TID_DECO_GUITARIST,Gitarist
TID_DECO_IDOLS,Muziekidolen
TID_DECO_DO_THE_TWIST,Rockdansers
TID_DECO_DRUMMER,Drummer
TID_DECO_MEET_AND_GREET,Meet-and-greet
TID_DECO_BILLBOARD,Toegangsbord
TID_DECO_CHECKERED_PATH,Geruite tegel
TID_DECO_VELVET_ROPE_FENCE,Fluweel touw
TID_DECO_STICKER_BOOK_SEASON_ENDS_IN,Het verzamelseizoen eindigt over: <TIME>
TID_DECO_STICKER_BOOK_BIRTHDAY_2024_COLLECTION,Rock-'n-roll-verjaardag
TID_DECO_STICKER_BOOK_COVER_TITLE,Decoratieverzamelingen van <NAME>
TID_DECO_STICKER_BOOK_COLLECTION_COMPLETE,Verzameling compleet!
TID_DECO_STICKER_BOOK_COLLECTED_COUNT,Verzameld: <COUNT>/<MAX>
TID_DECO_STICKER_BOOK_REWARD_TOOLTIP_TITLE,Verzamelingsbeloning
TID_DECO_STICKER_BOOK_REWARD_TOOLTIP_DECO_TEXT,Verzamel alle decoraties in deze verzameling voordat het seizoen afloopt om deze decoratie te krijgen!
TID_DECO_STICKER_BOOK_MILESTONE_REWARD_TOOLTIP_DECO_TEXT,Verzamel <NUMBER> decoraties in deze verzameling voordat het seizoen afloopt om deze decoratie te krijgen!
TID_DECO_STICKER_BOOK_REWARD_TOOLTIP_NON_DECO_TEXT,Verzamel alle decoraties in deze verzameling voordat het seizoen afloopt om deze beloning te krijgen!
TID_DECO_STICKER_BOOK_MILESTONE_REWARD_TOOLTIP_NON_DECO_TEXT,Verzamel <NUMBER> decoraties in deze verzameling voordat het seizoen afloopt om deze beloning te krijgen!
TID_DECO_STICKER_BOOK_DECO_TOOLTIP_COLLECTED_TEXT,Decoratie verkregen!
TID_DECO_STICKER_BOOK_DECO_TOOLTIP_NOT_AVAILABLE_TEXT,Deze decoratie is niet meer beschikbaar.
TID_DECO_STICKER_BOOK_DECO_TOOLTIP_AVAILABLE_TIME_TEXT,Beschikbaar gedurende <TIME>
TID_DECO_STICKER_BOOK_SOURCE_FARM_PASS,Boerderijkaart
TID_DECO_STICKER_BOOK_SOURCE_FARM_PASS_AVAILABLE,Deze decoratie is momenteel beschikbaar in de boerderijkaart.
TID_DECO_STICKER_BOOK_SOURCE_FARM_PASS_NOT_YET_AVAILABLE,Deze decoratie zal beschikbaar zijn in de boerderijkaart.
TID_DECO_STICKER_BOOK_SOURCE_TASK_EVENT,Takenevenement
TID_DECO_STICKER_BOOK_SOURCE_TASK_EVENT_AVAILABLE,Deze decoratie is momenteel beschikbaar in het takenevenement.
TID_DECO_STICKER_BOOK_SOURCE_TASK_EVENT_NOT_YET_AVAILABLE,Deze decoratie zal beschikbaar zijn in het takenevenement.
TID_DECO_STICKER_BOOK_SOURCE_COUNTY_FAIR,Kermis
TID_DECO_STICKER_BOOK_SOURCE_COUNTY_FAIR_AVAILABLE,Deze decoratie is momenteel beschikbaar in het kermisevenement.
TID_DECO_STICKER_BOOK_SOURCE_COUNTY_FAIR_NOT_YET_AVAILABLE,Deze decoratie zal beschikbaar zijn in het kermisevenement.
TID_DECO_STICKER_BOOK_SOURCE_SHOP_OFFER,Winkelaanbieding
TID_DECO_STICKER_BOOK_SOURCE_SHOP_OFFER_AVAILABLE,Deze decoratie is momenteel beschikbaar in een winkelaanbieding.
TID_DECO_STICKER_BOOK_SOURCE_SHOP_OFFER_NOT_YET_AVAILABLE,Deze decoratie zal beschikbaar zijn in een winkelaanbieding.
TID_DECO_STICKER_BOOK_SOURCE_TIME_LIMITED_OFFER,Tijdelijke aanbieding
TID_DECO_STICKER_BOOK_SOURCE_TIME_LIMITED_OFFER_AVAILABLE,Deze decoratie is momenteel beschikbaar in een tijdelijke aanbieding.
TID_DECO_STICKER_BOOK_SOURCE_TIME_LIMITED_OFFER_NOT_YET_AVAILABLE,Deze decoratie zal beschikbaar zijn in een tijdelijke aanbieding.
TID_DECO_STICKER_BOOK_SOURCE_DECO_SHOP,Decoratiewinkel
TID_DECO_STICKER_BOOK_SOURCE_DECO_SHOP_AVAILABLE,Deze decoratie is momenteel beschikbaar in de decoratiewinkel.
TID_DECO_STICKER_BOOK_SOURCE_DECO_SHOP_NOT_YET_AVAILABLE,Deze decoratie zal beschikbaar zijn in de decoratiewinkel.
TID_DECO_STICKER_BOOK_SOURCE_SEASONAL_CATALOGUE,Evenementcatalogus
TID_DECO_STICKER_BOOK_SOURCE_SEASONAL_CATALOGUE_AVAILABLE,Deze decoratie is momenteel beschikbaar in de evenementcatalogus.
TID_DECO_STICKER_BOOK_SOURCE_SEASONAL_CATALOGUE_NOT_YET_AVAILABLE,Deze decoratie zal beschikbaar zijn in een evenementcatalogus.
TID_DECO_STICKER_BOOK_SOURCE_GLOBAL_EVENT,Wereldwijd evenement
TID_DECO_STICKER_BOOK_SOURCE_GLOBAL_EVENT_AVAILABLE,Deze decoratie is momenteel beschikbaar via een wereldwijd evenement.
TID_DECO_STICKER_BOOK_SOURCE_GLOBAL_EVENT_NOT_YET_AVAILABLE,Deze decoratie zal beschikbaar zijn via een wereldwijd evenement.
TID_DECO_STICKER_BOOK_COMING_SOON,Het verzamelboek voor decoraties opent vanaf level <LEVEL>.
TID_DECO_STICKER_BOOK_REWARD_ALREADY_CLAIMED,Je hebt deze beloning al geclaimd!
TID_DECO_STICKER_BOOK_MILESTONE_REACHED,Je hebt deze beloning bereikt!
TID_DECO_STICKER_BOOK_SEASONAL_CURRENCY_REWARD_DESC,Niet-geclaimde valuta wordt omgezet in munten na het einde van het seizoen.
TID_YARN_POINT,Wolpunten
TID_YARN_POINT_DESCRIPTION,Wolpunten verzamel je via dagelijkse taken.
TID_DECO_SHOP_FILTER_HEADER,Filter op
TID_DECO_CAT_NEW_DECO_SHOP_DERBY,Derby
TID_DECO_CAT_NEW_DECO_SHOP_VALLEY,Dorp
TID_DECO_CAT_NEW_DECO_SHOP_FARM_PASS,Boerderijkaart
TID_DECO_CAT_NEW_DECO_SHOP_ALL,Alle
TID_DECO_CAT_NEW_DECO_SHOP_NOT_IN_STORAGE,Volledige winkel
TID_ANIMAL_ACCESSORY_HAT_ROCKNROLL_WIG,Rockabilly-pruik
TID_NEW_DECO_SHOP_HEADER_ALL_DECORATION,Alle decoraties
TID_NEW_DECO_SHOP_HEADER_STORAGE,Opgeslagen decoraties
TID_NEW_DECO_SHOP_HEADER_SEASONAL,Seizoensdecoraties
TID_THEME_CHINESE_NEW_YEAR,Chinees Nieuwjaar
TID_THEME_VALENTINES,Valentijn
TID_THEME_EASTER,Pasen
TID_THEME_SUMMER,Zomer
TID_THEME_HALLOWEEN,Halloween
TID_THEME_AUTUMN,Herfst
TID_THEME_WINTER,Winter
TID_THEME_CHRISTMAS,Kerstmis
TID_THEME_NEW_YEAR,Nieuwjaar
TID_THEME_RAMADAN,Ramadan
TID_ANIMAL_ACCESSORY_HAT_SQUAD_WIZARD,Tovenaarshoed
TID_DECO_SQUAD_COLLABORATION,Super-Greg-standbeeld
TID_DECO_STICKER_BOOK_TUTORIAL_TITLE,Uitleg over decoratieverzamelingen
TID_DECO_STICKER_BOOK_TUTORIAL_1,Check nieuwe decoratieverzamelingen wanneer ze beschikbaar worden.
TID_DECO_STICKER_BOOK_TUTORIAL_2,Verkrijg alle decoraties in een verzameling om die te vervolledigen.
TID_DECO_STICKER_BOOK_TUTORIAL_3,Het vervolledigen van een verzameling ontgrendelt de verzamelingsbeloning.
TID_DECO_STICKER_BOOK_TUTORIAL_4,"Sommige decoraties zijn slechts tijdelijk beschikbaar, dus houd je ogen open!"
TID_FARM_PASS_EARLY_BIRD_PASS_NAME,Boerderijkaartbundel voor vroege vogels
TID_FARM_PASS_EARLY_BIRD_SILO_CAPACITY,+<NUM> silocapaciteit tot het einde van het seizoen.
TID_FARM_PASS_EARLY_BIRD_WAREHOUSE_CAPACITY,+<NUM> schuurcapaciteit tot het einde van het seizoen.
TID_COUNTY_FAIR_INSTRUCTIONS_DAILY_LIMIT_REACHED,Blijf kermismanden vullen om ervaringspunten en munten te krijgen.
TID_FARM_PASS_EARLY_BIRD_BANNER,Vroege-vogelbundel!
TID_DECO_STICKER_BOOK_COLLECTION_INFO_TITLE,In deze verzameling
TID_DECO_STICKER_BOOK_ALL_COLLECTIONS_INFO_TITLE,Alle verzamelingen
TID_DECO_STICKER_BOOK_COLLECTION_ITEM_COMPLETE,Volledige verzameling
TID_DECO_STICKER_BOOK_COLLECTION_ITEM_UPCOMING,Volgende verzameling
TID_DECO_STICKER_BOOK_COLLECTION_ITEM_ACTIVE,Actieve verzameling
TID_DECO_STICKER_BOOK_COMPLETE_POPUP_COMPLETE_TEXT,Verzameling compleet!
TID_DECO_STICKER_BOOK_COMPLETE_POPUP_CHEER_TEXT,Het is je gelukt!
TID_DECO_STICKER_BOOK_COMPLETE_POPUP_NAME_TEXT,"Gefeliciteerd, <NAME>!"
TID_DECO_STICKER_BOOK_POPUP_TAP_TO_CONTINUE_TEXT,Tik om door te gaan
TID_DECO_STICKER_BOOK_COMPLETE_POPUP_YOUR_REWARD_TEXT,Je beloning
TID_DECO_STICKER_BOOK_NEW_COLLECTION_POPUP_TEXT,Nieuwe verzameling!
TID_DECO_STICKER_BOOK_SEASON_END_POPUP_TEXT,Seizoen afgelopen
TID_DECO_STICKER_BOOK_SEASON_END_POPUP_COLLECTED_TEXT,<COUNT>/<MAX> decoraties verzameld
TID_DECO_STICKER_BOOK_SEASON_END_POPUP_TIMER,Volgend seizoen: <TIME>
TID_ICON_CATALOGUE_FLOWER_BLUE,Blauwe bloesem
TID_ICON_CATALOGUE_CURRENCY_FLOWER_BLUE_DESCRIPTION,Speciaal item voor het huidige evenement. Ruil het in voor speciale cadeaus van de evenementcatalogus!
TID_ICON_CATALOGUE_CURRENCY_FLOWER_PURPLE,Paarse bloesem
TID_ICON_CATALOGUE_CURRENCY_FLOWER_PURPLE_DESCRIPTION,Speciaal item voor het huidige evenement. Ruil het in voor speciale cadeaus van de evenementcatalogus!
TID_ICON_CATALOGUE_CURRENCY_FLOWER_WHITE,Witte bloesem
TID_ICON_CATALOGUE_CURRENCY_FLOWER_WHITE_DESCRIPTION,Speciaal item voor het huidige evenement. Ruil het in voor speciale cadeaus van de evenementcatalogus!
TID_ICON_CATALOGUE_CURRENCY_FLOWER_YELLOW,Gele bloesem
TID_ICON_CATALOGUE_CURRENCY_FLOWER_YELLOW_DESCRIPTION,Speciaal item voor het huidige evenement. Ruil het in voor speciale cadeaus van de evenementcatalogus!
TID_ICON_CATALOGUE_CURRENCY_FLOWER_PINECONE,Dennenappel
TID_ICON_CATALOGUE_CURRENCY_FLOWER_PINECONE_DESCRIPTION,Speciaal item voor het huidige evenement. Ruil het in voor speciale cadeaus van de evenementcatalogus!
TID_BIRTHDAY_BALLOON_MAKER,Ballonmaker
TID_BIRTHDAY_BALLOON_MAKER_DESCRIPTION,Produceert verjaardagsballonnen
TID_BIRTHDAY_BALLOON1_24,Gitaarballon
TID_BIRTHDAY_BALLOON2_24,Muzikale ballon
TID_BIRTHDAY_BALLOON3_24,Vinylballon
TID_BIRTHDAY_BALLOON4_24,Geruite ballon
TID_BIRTHDAY_BALLOON_DESCRIPTION,Wordt met de ballonmaker gemaakt. Dit is een tijdelijk product!
TID_OFFER_CONTENTS_FARM_PASS_3_ENTRY,De gewone boerderijkaart en de feest- en festivalkaart
TID_DECO_STICKER_BOOK_COVER_COLLECTED_TEXT,<NUM> decoraties verzameld!
TID_DECO_STICKER_BOOK_COVER_INFO_TEXT,Vul de pagina's door decoraties te verzamelen!
TID_SHOP_GET_MORE_DIAMONDS,Koop meer diamanten
TID_DECO_STICKER_BOOK_TUTORIAL_5,Bezoek de boerderijen van andere spelers om hun verzamelingen te bekijken!
TID_DECO_STICKER_BOOK_DECO_IS_SOLD,Deze decoratie is niet langer in je bezit.
TID_DECO_STICKER_BOOK_DECO_IN_STORAGE,Te vinden in je opslag.
TID_DECO_STICKER_BOOK_DECO_IN_FARM,Te vinden op je boerderij.
TID_DECO_STICKER_BOOK_DECO_IN_TOWN,Te vinden in je stad.
TID_DECO_SUMMER_FAIR_WHEEL,Kermisrad
TID_DECO_SUMMER_FAIR_FUN,Kermisspel
TID_DECO_SUMMER_FAIR_RIDE,Kermisattractie
TID_DECO_SUMMER_FAIR_CUTOUT,Kermisfotobord
TID_DECO_SUMMER_FAIR_DARTS,Kermisdarts
TID_DECO_HARLEQUIN_GNOME,Hofnar-kabouter
TID_DECO_SUMMER_GAMES_TORTCH,Zomerspelenfakkel
TID_DECO_SUMMER_GAMES_GATE,Zomerspelenpoort
TID_DECO_SUMMER_GAMES_AUDIENCE,Zomerspelenpubliek
TID_DECO_SUMMER_GAMES_STARTLINE,Zomerspelenlopers
TID_DECO_SUMMER_GAMES_STAND,Zomerspelentribune
TID_DECO_SUMMER_GAMES_BOXER,Zomerspelenbokser
TID_DECO_SUMMER_GAMES_SWIMMERS,Zomerspelenzwemmers
TID_DECO_SUMMER_GAMES_PINGPONG,Zomerspelentafeltennis
TID_DECO_SUMMER_GAMES_GYMNASTICS,Zomerspelengymnastiek
TID_DECO_SUMMER_GAMES_MEDALS,Zomerspelenmedailles
TID_DECO_DUCK_DIVING,Duikende eend
TID_DECO_TIPPING_DUCK,Drinkende eend
TID_DECO_AQUARIUM,Aquarium
TID_DECO_MOSAIC_WELL,Mozaïekfontein
TID_DECO_POOLTOY_STACK,Strandspeelgoed
TID_DECO_POOLSIDE_TABLE,Strandtafel
TID_DECO_BEACH_RENTALS,Strandverhuur
TID_DECO_POOLSIDE_PLANTER,Zwembadbloembak
TID_DECO_POOL_MUSIC,Zwembadmuziek
TID_DECO_BOWLING_PIG,Kermisbowling
TID_DECO_FLOWERY_CRATE,Bloemenkrat
TID_DECO_FLOWER_GOAT,Bloemengeit
TID_DECO_STRAW_CHICKEN,Strooien kip
TID_DECO_FLOWER_GATE,Bloemenpoort
TID_DECO_BEE_KEEPER,Imker
TID_DECO_WILD_GRASS_PATCH,Wild gras
TID_DECO_LOG_FENCE,Stammenhek
TID_DECO_KIOSK_FENCE,Kioskhek
TID_DECO_MEDITERRANEAN_FENCE,Mediterraans hek
TID_DECO_MEDITERRANEAN_PATH,Mediterraanse tegel
TID_DECO_SUMMER_FENCE,Zomerhek
TID_DECO_STRAW_PATH,Strooien pad
TID_DECO_POOL_AREA_FENCE,Zwembadhek
TID_DECO_LEMON_PATH,Citroentegel
TID_DECO_POOLTILE_PATH,Zwembadtegel
TID_DECO_SUMMER_GAMES_TRACK,Zomerspelenpiste
TID_DECO_STICKER_BOOK_COLLECTION_2,Verzameling: Wij houden van Hay Day
TID_DECO_STICKER_BOOK_COLLECTION_3,Zomerkermisverzameling
TID_DECO_STICKER_BOOK_COLLECTION_4,Zwembadverzameling
TID_DECO_STICKER_BOOK_COLLECTION_5,Strandverzameling
TID_DECO_STICKER_BOOK_COLLECTION_6,Zomerkampioenenverzameling
TID_DECO_STICKER_BOOK_COLLECTION_7,Zomerspelenverzameling
TID_DECO_STICKER_BOOK_COLLECTION_8,Aquariumverzameling
TID_DECO_STICKER_BOOK_COLLECTION_9,'Gezellige herfst'-verzameling
TID_DECO_STICKER_BOOK_COLLECTION_10,'Welkom herfst'-verzameling
TID_DECO_STICKER_BOOK_COLLECTION_11,Oktoberfest-verzameling
TID_DECO_STICKER_BOOK_COLLECTION_12,Griezelige verzameling
TID_DECO_STICKER_BOOK_COLLECTION_13,Halloweenverzameling
TID_DECO_STICKER_BOOK_COLLECTION_14,De winter komt eraan
TID_DECO_STICKER_BOOK_COLLECTION_15,Thanksgiving-diner
TID_DECO_STICKER_BOOK_COLLECTION_16,Thanksgiving-feestmaal
TID_DECO_STICKER_BOOK_COLLECTION_17,Wintervakantie
TID_DECO_STICKER_BOOK_COLLECTION_18,Winterfeestjes
TID_DECO_STICKER_BOOK_COLLECTION_19,Winterfestiviteiten
TID_DECO_STICKER_BOOK_COLLECTION_20,Winterpret
TID_CHANGE_CONSENT_TITLE,Toestemmingskeuzes beheren
TID_CHANGE_CONSENT_BUTTON,Beheren
TID_GACHA_SEQUENCE_HEADER,Claim je beloningen!
TID_GACHA_SEQUENCE_FOOTER,Tik om te openen!
TID_GACHA_SEQUENCE_FOOTER_END,Tik om door te gaan
TID_GACHA_SUMMARY_HEADER,Dit zijn je beloningen!
TID_GACHA_SUMMARY_CLAIM_BUTTON,Top!
TID_GACHA_PROBABILITIES_HEADER,Gegarandeerde beloningen
TID_GACHA_PROBABILITIES_HEADER_BONUS,Bonusbeloningen
TID_SEASONAL_CATALOGUE_INFO_MYSTERY_BOX,Verrassingskisten bevatten een willekeurige prijs uit een grotere reeks. Tik op de verrassingskist om de mogelijkheden te zien.
TID_SEASONAL_CATALOGUE_INFO_TIME_LIMITATION,Prijzen zijn tijdelijk beschikbaar. Na een tijdje komen er nieuwe prijzen beschikbaar.
TID_GACHA_PILL_NUM_REWARDS,Verkrijg <COUNT> beloning(en)!
TID_GACHA_PILL_RANGE_REWARDS,Verkrijg minstens <MIN> beloningen!
TID_CATALOG_INFO_FLOWER_BLUE_SOURCE_TRUCK,Voltooi truckbestellingen om blauwe bloesems te krijgen.
TID_CATALOG_INFO_FLOWER_BLUE_SOURCE_BOAT,Voltooi bootbestellingen om blauwe bloesems te krijgen.
TID_CATALOG_INFO_FLOWER_BLUE_EXCHANGE,Ruil blauwe bloesems in voor prijzen via de catalogus.
TID_CATALOG_INFO_FLOWER_BLUE_SOURCE_TASK,Krijg blauwe bloesems via het huidige takenevenement.
TID_CATALOG_INFO_FLOWER_BLUE_SOURCE_SHOP,Krijg blauwe bloesems door aanbiedingen te kopen in de winkel.
TID_CATALOG_INFO_FLOWER_BLUE_SOURCE_WHEEL,Krijg blauwe bloesems via het rad van fortuin.
TID_CATALOG_INFO_FLOWER_BLUE_SOURCE_ADS,Krijg blauwe bloesems door advertenties te bekijken.
TID_CATALOG_INFO_FLOWER_BLUE_CONVERSION,Overgebleven blauwe bloesems worden omgezet in munten als het catalogusevenement afloopt.
TID_CATALOG_INFO_FLOWER_PURPLE_SOURCE_TRUCK,Voltooi truckbestellingen om paarse bloesems te krijgen.
TID_CATALOG_INFO_FLOWER_PURPLE_SOURCE_BOAT,Voltooi bootbestellingen om paarse bloesems te krijgen.
TID_CATALOG_INFO_FLOWER_PURPLE_EXCHANGE,Ruil paarse bloesems in voor prijzen via de catalogus.
TID_CATALOG_INFO_FLOWER_PURPLE_SOURCE_TASK,Krijg paarse bloesems via het huidige takenevenement.
TID_CATALOG_INFO_FLOWER_PURPLE_SOURCE_SHOP,Krijg paarse bloesems door aanbiedingen te kopen in de winkel.
TID_CATALOG_INFO_FLOWER_PURPLE_SOURCE_WHEEL,Krijg paarse bloesems via het rad van fortuin.
TID_CATALOG_INFO_FLOWER_PURPLE_SOURCE_ADS,Krijg paarse bloesems door advertenties te bekijken.
TID_CATALOG_INFO_FLOWER_PURPLE_CONVERSION,Overgebleven paarse bloesems worden omgezet in munten als het catalogusevenement afloopt.
TID_CATALOG_INFO_FLOWER_WHITE_SOURCE_TRUCK,Voltooi truckbestellingen om witte bloesems te krijgen.
TID_CATALOG_INFO_FLOWER_WHITE_SOURCE_BOAT,Voltooi bootbestellingen om witte bloesems te krijgen.
