TID,TR
TID_DECO_AUTUMNVASE,Hasat vazosu
TID_DECO_AUTUMNLANTERNS,Hasat fenerleri
TID_DECO_AUTUMNWHEELBARROW,Hasat el arabası
TID_DECO_SUGARSKULL_PATH,Şekerkafa patikaları
TID_DECO_SUGARSKULLTOMB,Şekerkafa mezarı
TID_DECO_SUGARSKULLALTAR,Şekerkafa altarı
TID_DECO_PUMPKINSCARECROW,Balkabağı korkuluk
TID_DECO_SNOWCHICKEN,Kar tavuğu
TID_DECO_SKIJUMPER,Kar kaydırağı
TID_DECO_HOCKEYPOND,Hokey göleti
TID_DECO_STOCKINGSTAND,Çorap askısı
TID_DECO_SNOWCANNON,Kar atan top
TID_DECO_WINTERGAZEBO,Kış çardağı
TID_DECO_GIFTSTATION,Hediye tezgahı
TID_DECO_SHOVELSTAND,Kürek standı
TID_DECO_MOVIEPROPS,Film süsleri
TID_DECO_MOVIENIGHT,Film gecesi
TID_DECO_MOVIEBENCH,Film oturağı
TID_DECO_MOVIESTARS,Film yıldızları
TID_DECO_OLYMPIC_GNOME,Klasik cüce
TID_DECO_OLYMPIC_OBSTACLE,Klasik engel
TID_DECO_OLYMPIC_FLAME,Klasik ateş
TID_DECO_OLYMPIC_PODIUM,Klasik podyum
TID_DECO_ARCTIC_LUPINE,Kutup acı baklası
TID_DECO_ARCTIC_POPPY,Kutup gelinciği
TID_DECO_EMPTY_WELL,Boş kuyu
TID_DECO_TRAIN_STOP,Tren durağı
TID_DECO_WOODCUTTING_STATION,Odun deposu
TID_DECO_AUSTRALIA_PAINTINGS,Mağara resimleri
TID_DECO_RUSSIAN_STATUE,Renkli kuleler
TID_OFFER_CONTENTS_PURCHASE_TIMES_INFO,Bu teklifi <NUM_TIMES_PURCHASABLE> defa satın alabilirsin.
TID_OFFER_CONTENTS_PURCHASE_TIMES_INFO_WITH_COUNT,Bu teklifi <PURCHASE_COUNT>/<NUM_TIMES_PURCHASABLE> defa satın aldın.
TID_APP_TRACKING_ATT_NOT_GIVEN_FLOATER_TEXT,"Facebook sosyal özellikleri, gizlilik tercihinden dolayı şu anda devre dışı."
TID_ARCTIC_FOX_CUB1,Yavru beyaz kutup tilkisi
TID_ARCTIC_FOX_CUB2,Yavru kahverengi kutup tilkisi
TID_CHEETAH_CUB1,Yavru sarı çita
TID_CHEETAH_CUB2,Yavru turuncu çita
TID_BEE_HIVE_PLACE_BEE_INSIDE_NEST_TEXT,Arıyı arı kovanına koy!
TID_SQUIRREL_HOUSE_PLACE_SQUIRREL_INSIDE_NEST_TEXT,Sincabı sincap evine koy!
TID_GATHERER_MASTERY_INFO_POPUP_TOOLTIP_NEW,"<BUILDING>, <PARAM> Arı Kovanına sahip olur."
TID_SQUIRREL_GATHERER_MASTERY_INFO_POPUP_TOOLTIP_NEW,"<BUILDING>, <PARAM> Sincap Evine sahip olur."
TID_NEED_MORE_FRIENDS_SINGULAR,Açmak için bir yeni Supercell ID arkadaşı gerekli.
TID_CUSTOM_DECORATIONS_OPTIONS_OCHRE,Toprak sarısı
TID_DERBY_BUNNY_DERBY_REWARDS_KEYS_HEADER_SINGULAR_BUNNY,"Bir tavşan yakaladın, <NUMBER> ödül alacaksın!"
TID_DERBY_BUNNY_DERBY_OVER_REWARDS_KEYS_HEADER_SINGULAR_BUNNY,Bir tavşan yakalayıp <NUMBER> ödül aldın!
TID_DERBY_BINGO_OVER_REWARDS_KEYS_HEADER_SINGULAR,Bir bingo sırası tamamlayıp bir ödül aldın!
TID_DERBY_BINGO_OVER_REWARDS_KEYS_HEADER_SINGULAR_BINGO,Bir bingo sırası tamamlayıp <NUMBER> ödül aldın!
TID_DERBY_BINGO_REWARDS_KEYS_HEADER_SINGULAR,"Bir bingo sırası tamamladın, bir ödül alacaksın!"
TID_DERBY_BINGO_REWARDS_KEYS_HEADER_SINGULAR_BINGO,"Bir bingo sırası tamamladın, <NUMBER> ödül alacaksın!"
TID_DERBY_REWARDS_KEYS_HEADER_SINGULAR,Bir at nalın var.
TID_DERBY_OVER_REWARDS_KEYS_HEADER_SINGULAR,Bir at nalı aldın.
TID_PEACOCK2,Kahverengi tavus kuşu
TID_PEACOCK3,Beyaz tavus kuşu
TID_MASTERY_INFO_POPUP_TOOLTIP_COINS_NEW,Kamyon siparişlerinde tüm <BUILDING> ürünleri <BONUS> altın değerinde.
TID_MASTERY_INFO_POPUP_TOOLTIP_EXP_NEW,Kamyon siparişlerinde tüm <BUILDING> ürünleri <BONUS> deneyim değerinde.
TID_MASTERY_INFO_POPUP_TOOLTIP_BOAT_EXP_NEW,Tekne siparişlerinde tüm <BUILDING> ürünleri <BONUS> deneyim değerinde.
TID_MASTERY_INFO_POPUP_TOOLTIP_BOAT_SPECIAL_CURRENCY_NEW,Tekne siparişlerinde tüm <BUILDING> ürünleri <BONUS> <CURRENCY> değerinde.
TID_MASTERY_INFO_POPUP_TOOLTIP_TIME_NEW,Tüm <BUILDING> ürünleri <BONUS> daha hızlı üretiliyor.
TID_DECO_CHINA_WALL,Çin seddi
TID_DECO_GREECE_PILLARS,Altın sütunlar
TID_DECO_IRELAND_SHEEP,Şanslı koyun
TID_DECO_NETHERLANDS_WINDMILL,Huzurlu yel değirmeni
TID_DECO_NORWAY_FISH,Sıçrayan balık
TID_DECO_SWEDEN_HORSE,Boyalı at
TID_FUDGE_SHOP,Fudge Dükkanı
TID_FUDGE_SHOP_DESCRIPTION,Fudge üretir
TID_FUDGE_SHOP_PRODUCT_DESCRIPTION,Fudge Dükkanında üret
TID_YOGURT_MAKER,Yoğurt Makinesi
TID_YOGURT_MAKER_DESCRIPTION,Yoğurt ürünleri üretir
TID_YOGURT_MAKER_PRODUCT_DESCRIPTION,Yoğurt Makinesinde üret
TID_PLAIN_YOGHURT,Sade yoğurt
TID_STRAWBERRY_YOGHURT,Çilekli yoğurt
TID_TROPICAL_YOGHURT,Tropik meyveli yoğurt
TID_BREAKFAST_BOWL,Kahvaltı tabağı
TID_DECO_SNOWCASTLEFENCE,Kar kalesi çiti
TID_DECO_COWTOPIARY,Karlı inek çalısı
TID_DECO_SNOWCASTLE,Kar kalesi
TID_PRODUCT_MANGO_DESCRIPTION,Mango Ağacından topla
TID_TREE_MANGOTREE_DESCRIPTION,Üç defa topla
TID_DECO_CNY_ENVELOPE,Kırmızı zarflı çalı
TID_DECO_CNY_DRAGON,Kızıl ejderha
TID_DECO_CNY_FANS,Renkli yelpazeler
TID_DECO_CNY_TEAPARTY,Rahatlatıcı çay
TID_DECO_CANDLELIGHT_DINNER,Mum ışığında yemek
TID_DECO_HEART_POND,Kalp göleti
TID_DECO_HANAMI_BENCH,Hanami bankı
TID_DECO_HANAMI_PARK,Hanami parkı
TID_DECO_MOON_LAMP,Ay lambası
TID_DECO_MOON_BENCH,Ay bankı
TID_DECO_MOON_GAZEBO,Ay çardağı
TID_DECO_MOON_LANTERNS,Ay fenerleri
TID_DECO_EASTER_EGGLAMP,Yumurta fener
TID_DECO_EASTER_CUTOUT,Yumurta fotoğraf paneli
TID_DECO_EASTER_FOUNTAIN,Yumurta çeşmesi
TID_DECO_EASTER_EGGPAINTING,Yumurta resmi
TID_DECO_ROSEPETAL_PATH,Gül yapraklı yol
TID_DECO_HANAMI_PATH,Hanami patikası
TID_ANIMAL_ACCESSORY_HAT_HARDHAT_PITH,Güneş kaskı
TID_ANIMAL_ACCESSORY_HAT_HARDHAT_BIKER,Motorcu kaskı
TID_ANIMAL_ACCESSORY_HAT_HARDHAT_HORSERIDER,Jokey kaskı
TID_ANIMAL_ACCESSORY_HAT_HELMET_HORNS,Boynuzlu başlık
TID_ANIMAL_ACCESSORY_HAT_HELMET_BUTTONS,Çivili başlık
TID_ANIMAL_ACCESSORY_HAT_HELMET_WINGS,Kanatlı başlık
TID_ANIMAL_ACCESSORY_HAT_CAP_CLAPPERS,Alkış şapkası
TID_ANIMAL_ACCESSORY_HAT_CAP_WINGS,Kanatlı şapka
TID_ANIMAL_ACCESSORY_HAT_CAP_BOW,Fiyonklu şapka
TID_ANIMAL_ACCESSORY_HAT_SHOWERCAP_FROG,Kurbağa yağmuru şapkası
TID_ANIMAL_ACCESSORY_HAT_SHOWERCAP_CHICK,Civciv yağmuru şapkası
TID_ANIMAL_ACCESSORY_HAT_SHOWERCAP_LOBSTER,Istakoz yağmuru şapkası
TID_ANIMAL_ACCESSORY_HAT_SHOWERCAP_BAT,Yarasa yağmuru şapkası
TID_ANIMAL_ACCESSORY_HAT_TOPHAT_CLOVER,Yoncalı silindir şapka
TID_ANIMAL_ACCESSORY_HAT_TOPHAT_FLOWER,Çiçekli silindir şapka
TID_ANIMAL_ACCESSORY_HAT_TOPHAT_FEATHER,Tüylü silindir şapka
TID_ANIMAL_ACCESSORY_HAT_TOPHAT_GOGGLES,Gözlüklü silindir şapka
TID_ANIMAL_ACCESSORY_HAT_CAP_POLICE,Polis şapkası
TID_ANIMAL_ACCESSORY_HAT_CAP_CONDUCTOR,Kondüktör şapkası
TID_ANIMAL_ACCESSORY_HAT_CAP_CAPTAIN,Kaptan şapkası
TID_ANIMAL_ACCESSORY_HAT_MARINE_POMPOM,Ponponlu denizci şapkası
TID_ANIMAL_ACCESSORY_HAT_MARINE_FEATHER,Deri denizci şapkası
TID_ANIMAL_ACCESSORY_HAT_MEXICAN_FELT,Yeşil fötr şapka
TID_ANIMAL_ACCESSORY_HAT_MEXICAN_PLAIN,Renkli fötr şapka
TID_ANIMAL_ACCESSORY_HAT_MEXICAN_BUCKLE,Tokalı fötr şapka
TID_ANIMAL_ACCESSORY_HAT_BOATER_FEATHER,Tüylü hasır şapka
TID_ANIMAL_ACCESSORY_HAT_BOATER_PEARLS,İncili hasır şapka
TID_ANIMAL_ACCESSORY_HAT_BOATER_PLAIN,Beyaz hasır şapka
TID_ANIMAL_ACCESSORY_HAT_BOATER_POMPOM,Ponponlu hasır şapka
TID_ANIMAL_ACCESSORY_HAT_BOWLERHAT_UMBRELLA,Şemsiyeli melon şapka
TID_ANIMAL_ACCESSORY_HAT_BOWLERHAT_HAMMER,Çekiçli melon şapka
TID_ANIMAL_ACCESSORY_HAT_BOWLERHAT_PERISCOPE,Periskoplu melon şapka
TID_ANIMAL_ACCESSORY_HAT_BOWLERHAT_BULB,Ampullü melon şapka
TID_ANIMAL_ACCESSORY_HAT_BOWLERHAT_BASIC,Yeşil melon şapka
TID_ANIMAL_ACCESSORY_HAT_BOWLERHAT_BASIC2,Pembe melon şapka
TID_ANIMAL_ACCESSORY_HAT_MEXICAN_BIRTHDAY,Neşeli doğum günü şapkası
TID_DECO_PURPLE_HEDGE,Mor çit
TID_DECO_OLYMPIC_PATH,Klasik yol
TID_DECO_MINERS_BENCH,Madenci bankı
TID_DECO_SNOWCHICKS,Kar civcivleri
TID_DECO_LOVEBIRDS,Aşk kuşları
TID_DECO_BOOKWORMS,Kitap kurtları
TID_DECO_CHICKLEG_TOPIARY,Civciv ayağı çalı
TID_DECO_PAPERBOAT_PUDDLE,Kağıt gemi havuzu
TID_DECO_MIDSUMMER_FESTIVAL,Yaz ortası festivali
TID_PRODUCT_AFFOGATO,Affogato
TID_DECO_WELWITSCHIA,Meryem ana eli
TID_DECO_SUN_LICHEN,Güneş likeni
TID_NEED_MORE_SCID_FRIENDS_SINGULAR,Açmak için bir yeni arkadaş gerekiyor!
TID_NEED_MORE_SCID_FRIENDS,Açmak için <NUMBER> yeni arkadaş gerekiyor!
TID_ANIMAL_ACCESSORY_HAT_ELF_HAT_RED,Kırmızı elf şapkası
TID_ANIMAL_ACCESSORY_HAT_ELF_HAT_GREEN,Yeşil elf şapkası
TID_DECO_OLYMPIC_FENCE,Klasik çit
TID_DECO_ORANGE_FENCE,Turuncu çit
TID_DECO_COLORFUL_PATH,Renkli patika
TID_MINT_FUDGE,Naneli fudge
TID_CHILI_FUDGE,Biberli fudge
TID_LEMON_FUDGE,Limonlu fudge
TID_PEANUT_FUDGE,Fıstıklı fudge
TID_RICH_FUDGE,Çikolatalı fudge
TID_DECO_FLOWER_BULBS,Çiçek soğanları
TID_DECO_ARCHERY,Okçuluk
TID_DECO_CARROT_HEIST,Havuç hırsızı
TID_DECO_ARCTIC_FIR,Kutup çamı
TID_DECO_ARCTIC_JUNIPER,Kutup ardıcı
TID_DECO_SUCCULENTS,Sukulent
TID_DECO_CLIVIA,Zambak çalısı
TID_DECO_BELGIUM_SQUIRREL,Sincap heykeli
TID_DECO_CHILE_STATUE,Taş domuz
TID_DECO_MEXICO_PYRAMID,Taş tapınak
TID_DECO_SPAIN_CHICKEN,Altın futbol topu
TID_DECO_DENMARK_STATUE,Deniz kızı Greg
TID_DECO_SAUDIARABIA_EXCAVATION,Kazı alanı
TID_MANGOTREE,Mango ağacı
TID_DECO_DERBY_HAY_HORSESHOE,Saman nal
TID_DECO_DERBY_BALL_BASKET,Top kovası
TID_DECO_DERBY_SNAIL_RACETRACK,Salyangoz yarış pisti
TID_DECO_DERBY_HOBBYHORSE_TRACK,Oyuncak at pisti
TID_DECO_DERBY_MECHANICAL_HORSE,Mekanik at
TID_DECO_DERBY_HORSEHEAD_STATUE,At heykeli
TID_DECO_BEACH_TIKI,Plaj totemi
TID_DECO_BEACH_TOWELS,Plaj havluları
TID_DECO_BEACH_HAMMOCK,Plaj hamağı
TID_DECO_LABRADORTEA,Labrador çayı
TID_DECO_ICYBATH,Buz banyosu
TID_TOUCAN1,Dev tukan
TID_TOUCAN2,Dağ tukanı
TID_TOUCAN3,Büyük gagalı tukan
TID_TOUCAN_DESCRIPTION,Puan toplamak için besle
TID_DECO_FISHERMANS_LIFERING,Balıkçının can simidi
TID_DECO_FISHERMANS_BOAT,Balıkçının kayığı
TID_DECO_FISHERMANS_NETS,Balıkçının ağı
TID_YOGHURT_MAKER,Yoğurt Makinesi
TID_YOGHURT_MAKER_DESCRIPTION,Yoğurt Makinesinde üret
TID_STEW_POT,Yahni Tenceresi
TID_STEW_POT_DESCRIPTION,Yahni yemekleri üretir
TID_MANGO,Mango
TID_COCONUT,Hindistan cevizi
TID_CHICKPEA_STEW,Nohut yahnisi
TID_WINTER_STEW,Kış yahnisi
TID_CHILI_STEW,Acılı yahni
TID_COCONUTTREE,Hindistan cevizi ağacı
TID_DECO_10THBIRTHDAY_GAME_STRENGHT,Çekiçle vurma oyunu
TID_DECO_10THBIRTHDAY_GAME_BALL,Top atma oyunu
TID_DECO_10THBIRTHDAY_GAME_POOL,Tavuk batırma oyunu
TID_DECO_10THBIRTHDAY_TOPIARY,Doğum günü çalısı
TID_DECO_10THBIRTHDAY_FERRIS,Doğum günü dönme dolabı
TID_DECO_10THBIRTHDAY_CAKE,Doğum günü katlı pastası
TID_TREE_COCONUTTREE_DESCRIPTION,Üç defa topla
TID_DECO_SNOWMAN_GREG,Kardan adam Greg
TID_DECO_SNOWANGEL_CHICKEN,Kar meleği tavuk
TID_DECO_MOSAIC_PATH,Mozaik patika
TID_DECO_BIRDHOUSE_FENCE,Kuş kafesi çiti
TID_DECO_RUSTIC_FENCE,Kır çiti
TID_DECO_POTTED_FENCE,Saksı çiti
TID_WALRUS_HOUSE,Mors evi
TID_WALRUS_HOUSE_SHOP_DESCRIPTION,<CAPACITY> Mors için ev
TID_WALRUS1,Gri mors
TID_WALRUS2,Kahverengi Mors
TID_MANGO_JUICE,Mango suyu
TID_PRODUCT_TROPICAL_FONDUE,Tropik meyveli fondü
TID_DECO_SUNBED,Şezlong
TID_DECO_FISHERCHICK,Balıkçı tavuk
TID_DECO_HARVESTER,Güz hasadı
TID_DECO_RAINYDAY,Yağmurlu gün
TID_DECO_CHICKFOOTTROPHY,Tavuk ayağı kupası
TID_DECO_ICECHICK,Buz tavuğu
TID_DECO_FLAG_FENCE,10. yıl dönümü bayrak çiti
TID_CLAIM_ALREADY_IN_PROGRESS,Etkinleştirme zaten devam ediyor
TID_FARM_PASS_SCID_CLAIM_BUTTON,Farm Pass'i Etkinleştir
TID_CLAM_WITCH_SCID_BUTTON,Etkinleştir
TID_SCID_CONFIRM_GET_FARM_PASS_TITLE,Farm Pass'i etkinleştirmek istiyor musun?
TID_SCID_CONFIRM_GET_FARM_PASS_TEXT,Supercell ID'nde <NUMBER> Farm Pass var. Birini kullanarak bu sezonun Farm Pass'ini etkinleştirmek ister misin?
TID_CUSTOMIZATION_BIRTHDAY2022,Doğum Günü Festivali
TID_DECO_CRAFTS_CORNER,El işi köşesi
TID_DECO_RUINS,Yosunlu harabeler
TID_DECO_WEEPING_WILLOW,Salkım söğüt
TID_DECO_WEEPING_CHERRY,Salkım kiraz
TID_DECO_BLUE_SPRUCE,Küçük mavi ladin
TID_DECO_ANGEL_TRUMPET,Melek borazanı
TID_MASSGIFT_10YEARBIRTHDAY_CAPSULE1_HEADER,Hay Day'in 10. Yaş Günü!
TID_MASSGIFT_10YEARBIRTHDAY_CAPSULE8_HEADER,Yeni bir Yaş Günü Sürprizi!
TID_MASSGIFT_10YEARBIRTHDAY_CAPSULE1_TEXT,"10. Yıl Dönümüne özel Zaman Kapsülündeki elmas, sandığımızdan daha da büyükmüş! Oyunumuzu 10 yıldır oynadığın için teşekkür ederiz, daha nice yıllara! Bakalım kapsülün içinde başka neler varmış..."
TID_MASSGIFT_10YEARBIRTHDAY_CAPSULE8_TEXT,Merhaba! Başka bir Zaman Kapsülünde de altın hediye çekleri olduğu söyleniyor! Bu göz kamaştırıcı sürpriz ile bir sürü ödül alabilirsin! İyi eğlenceler!
TID_DECO_JADE_PATH,Yeşimli patika
TID_DECO_SUCCULENT_PATH,Sukulentli patika
TID_DECO_BAMBOO_FENCE,Bambu çit
TID_DECO_MASONRY_FENCE,Taş çit
TID_PRODUCT_COCONUT_DESCRIPTION,Hindistan Cevizi Ağacından topla
TID_TROPICAL_SMOOTHIE,Tropik meyveli buzlu içecek
TID_PRODUCT_MACAROON,Makaron
TID_PRODUCT_COCONUT_ICECREAM,Hindistan cevizli dondurma
TID_DECO_SEAGULLS_NEST,Martı yuvası
TID_DECO_LIGHTHOUSE,Deniz feneri
TID_DECO_TEACHING_ART,Şövale
TID_DECO_EATING_HOMEWORK,Ödev hırsızı
TID_DECO_ARRANGING_PAPERS,Dağınık kağıtlar
TID_DECO_SANDY_SHEEP,Kumdan Koyun
TID_DECO_ACORN_LAMP,Palamut lamba
TID_DECO_FOX_STATUE,Tilki heykeli
TID_DECO_SLEEPING_FOX,Uyuyan tilki
TID_DECO_AUTUMN_GNOMES,Sonbahar cüceleri
TID_DECO_RESTAURANT_FENCE,Restoran masası çiti
TID_DECO_BRICK_PATH,Tuğlalı patika
TID_ANIMAL_ACCESSORY_HAT_BALLOON_CHICKEN,Balondan Tavuk Şapkası
TID_ANIMAL_ACCESSORY_HAT_BALLOON_STARS,Balondan Yıldız Şapkası
TID_DECO_BLUE_SPRUCE2,Orta mavi ladin
TID_DECO_BLUE_SPRUCE3,Büyük mavi ladin
TID_DECO_ICEPOPPIES,Donmuş gelincikler
TID_DECO_SNOWYTRUNK,Karlı kütük
TID_PURCHASE_COST_FREE,Ücretsiz
TID_SCID_PURCHACE_VERIFICATION_ERROR,Satın alma işlemi doğrulanırken bir hata oluştu.
TID_WALRUS_CALF1,Gri yavru mors
TID_WALRUS_CALF2,Kahverengi yavru mors
TID_COCKATOO1,Sarı ibikli papağan
TID_COCKATOO2,Pembe göğüslü papağan
TID_COCKATOO3,Pembe kakadu papağanı
TID_COCKATOO_DESCRIPTION,Puan toplamak için besle
TID_PEOPLE_ORDER_CONFIRM_DISMISSAL_TEXT,Bu tek seferlik bir teklif! X düğmesine dokunup geri giderek siparişini tamamlayabilirsin. Uyarı: Onay işaretini seçersen dekorasyonun iptal edilir!
TID_PEOPLE_ORDER_CONFIRM_DISMISSAL_TITLE,Emin misin?
TID_MEERKAT_HOUSE,Mirket evi
TID_MEERKAT_HOUSE_SHOP_DESCRIPTION,<CAPACITY> Mirket için ev
TID_MEERKAT1,Kırmızı mirket
TID_MEERKAT2,Kahverengi mirket
TID_DECO_BIRD_FEEDER,Kuş yemliği
TID_DECO_BIRD_TREE,Kuş ağacı
TID_DECO_BIRD_FOREST,Kuş ormanı
TID_CUPCAKE_MAKER,Kapkek Makinesi
TID_CUPCAKE_MAKER_DESCRIPTION,Kapkek ürünleri üretir
TID_PLAIN_CUPCAKE,Sade kapkek
TID_TROPICAL_CUPCAKE,Tropikal kapkek
TID_COOKIE_CUPCAKE,Kurabiyeli kapkek
TID_GUAVA_CUPCAKE,Guavalı kapkek
TID_CUPCAKE_MAKER_PRODUCT_DESCRIPTION,Kapkek Makinasında üret
TID_DECO_CHINESE_LANTERN_FLOWERS,Güveyfeneri çiçeği
TID_DECO_GRASSY_ROCK,Çimenli kaya
TID_DECO_ICY_SNOWFLAKE,Buzdan kar tanesi
TID_DECO_DRUMMERBOYS,Davulcu çocuklar
TID_DECO_WORKBENCH,Noel Baba'nın tezgahı
TID_DECO_GIFT_TREE,Hediye ağacı
TID_STEW_POT_PRODUCT_DESCRIPTION,Yahni Tenceresinde üret
TID_DELETE_ACCOUNT_TITLE,Hesabı Sil
TID_DELETE_ACCOUNT_BUTTON,Hesabı Sil
TID_DECO_WISTERIA_BLUE,Mavi salkım ağacı
TID_DECO_WISTERIA_PINK,Leylak salkım ağacı
TID_DECO_WEEPING_WILLOW_SMALL,Küçük salkım söğüt
TID_DECO_PARTYBALLOONS,Parti balonları
TID_DECO_PARTYMUSIC,Parti müziği
TID_DECO_PARTYSTATUE,Parti heykeli
TID_DECO_PARTYPOT,Parti vazosu
TID_GUAVATREE,Guava ağacı
TID_TREE_GUAVATREE_DESCRIPTION,Üç defa topla
TID_GUAVA,Guava
TID_PRODUCT_GUAVA_DESCRIPTION,Guava Ağacından topla
TID_DECO_PERUSTATUE,Pan flütlü domuz
TID_DECO_PORTUGALSTATUE,Renkli horoz
TID_DECO_THAILANDSTATUE,Huzurlu arı
TID_DECO_ALASKASTATUE,Kızak sürücüsü Greg
TID_PRODUCT_FRUITSORBET,Meyveli sorbe
TID_GUAVA_JUICE,Guava suyu
TID_PRODUCT_GUAVA_COMPOTE,Guava kompostosu
TID_DECO_CARVED_PUMPKIN,Oyulmuş balkabağı
TID_DECO_RAVENS,Kuzgunlar
TID_DECO_MUMMY_PIG,Mumya domuz
TID_DECO_TRICK_TREE,Şakalanmış ağaç
TID_CUSTOMIZATION_HALLOWEEN2022,Cadılar bayramı
TID_DECO_STABLE_FENCE,Ahır çiti
TID_DECO_APPLE_BOBBING,Elma fıçısı
TID_DECO_CARVED_TURKEY,Hindi heykeli
TID_DECO_HORNOF_PLENTY,Bereketli yığın
TID_DECO_BIGGEST_CROP,Mahsul yarışması
TID_DECO_STALK_LANTERN,Sonbahar feneri
TID_DECO_PUMPKIN_ARCH,Balkabaklı kemer
TID_DECO_HALLOWEENPATH,Cadılar bayramı yolu
TID_DECO_LUNAR_SWING,Yeni Ay Yılı salıncağı
TID_DECO_LOVELY_TRAMPOLINE,Şirin trambolin
TID_DECO_CHERRY_BLOSSOM,Kiraz çiçeği
TID_DECO_CHICK_SURPRISE,Sürpriz yumurta
TID_DECO_PILOT_TRAINING,Pilot eğitimi
TID_DECO_BUTTERFLY_OASIS,Kelebek cenneti
TID_DECO_SEED_SPITTING,Çekirdek atma yarışması
TID_DECO_TOURIST_ATTRACTION,Turistik alan
TID_DECO_KNITTER_CHICKS,Örgücü civcivler
TID_DECO_HALLOWEEN_COSTUME,Cadılar Bayramı kostümü
TID_DECO_SNOW_DEER,Kardan geyik
TID_DECO_WRAPPING_PAPERS,Kaplama kağıtları
TID_DECO_BUNNY_SCROLL,Tavşan parşömeni
TID_DECO_BUNNY_GUARDIANS,Tavşan korumalar
TID_DECO_SKY_LANTERN,Dilek feneri göleti
TID_DECO_EASTER_PLANTER,Paskalya sepeti
TID_DECO_EASTER_ARCH,Paskalya kemeri
TID_DECO_EASTER_BALLOON,Paskalya balonu
TID_DECO_EASTER_TILE,Paskalya döşemesi
TID_DECO_BUNNY_HEDGE,Tavşan çiti
TID_DECO_ICELANDSTATUE,Trol havuzu
TID_DECO_MAROCCOSTATUE,Yoğun çarşı
TID_DECO_SWITZERLANDSTATUE,Rahat inek
TID_DECO_INDONESIASTATUE,Sessiz zil
TID_DECO_UKRAINESTATUE,Toprak ana heykeli
TID_DECO_TURKEYSTATUE,Yan yana korumalar
TID_DECO_ROMANIASTATUE,Kont keçi
TID_DECO_FINLANDSTATUE,Noel diyarı
TID_DECO_VENETIAN_GNOME,Venedik gnomu
TID_DECO_VENETIAN_BRIDGE,Venedik köprüsü
TID_DECO_VENETIAN_RIDE,Venedik teknesi
TID_DECO_VENETIAN_FENCE,Venedik çiti
TID_GIFT_WRAPPING_STATION,Hediye paketleme makinesi
TID_GIFT_WRAPPING_STATION_DESCRIPTION,Paketlenmiş hediyeler üretir
TID_MISTLETOE,Çoban püskülü
TID_MISTLETOE_DESCRIPTION,Yılbaşı etkinliğine özel öğe. Özel tekne sandıklarını doldurarak daha fazla kazan. Postacıdan hediyeler almak için takas et!
TID_DECO_VENETIAN_CANAL,Venedik kanalı
TID_SEASONAL_OBJECT_CANT_BE_USED_ANYMORE,Bu artık kullanılamıyor. Etkinlik bitmek üzere!
TID_UNABLE_TO_PURCHASE_RESOURCE_MAXED_OUT,Satın alınamıyor: Bu ürün için verilen maksimum seviyeye ulaştın!
TID_DECO_BULRUSH,Hasır otu
TID_DECO_LAWN_MOVER,Çim biçme makinesi
TID_DECO_POPPY_FIELD,Gelincik tarlası
TID_GIFT_BOX1,Kar tanesi hediyesi
TID_GIFT_BOX2,Yeşil hediye
TID_GIFT_BOX3,İkili hediye
TID_GIFT_BOX4,Uzun hediye
TID_GIFT_BOX_DESCRIPTION,Hediye paketleme makinesinde üret! Sınırlı süreli ürün!
TID_CUSTOMIZATION_WINTER2022,Kış
TID_EVENT_GOTO,Etkinliğe katıl!
TID_HOLIDAY_BOAT_TITLE,Tekne hediyeleri yılbaşı etkinliği!
TID_HOLIDAY_BOAT_TEXT,"Yılbaşı geliyor! Nehir tekneleri, sınırlı süreli hediyelerden eksik kalmamalı! Sandıkları hediye ürünleriyle doldurarak çoban püskülü kazan! Çoban püskülünü, postacının hediye kataloğundan seçeceğin özel hediyelerle takas edebilirsin.\n\nEtkinlik bittiğinde geriye kalan çoban püskülleri altına dönüştürülecek."
TID_SEASONAL_REWARD_TITLE,Yılbaşı etkinliği bitti!
TID_SEASONAL_REWARD_TEXT,Zaman ne hızlı geçti! Bu sürede hediye paketleyip onları tüm dünyaya göndererek yılbaşı ruhunu yaşadık!\n\nKalan çoban püsküllerin altına dönüştürüldü.
TID_SEASONAL_OBJECT_TEXT,"Bu etkinlikte çiftliğinde kullanabileceğin özel, sınırlı süreli bir üretim binası seni bekliyor! Hediye paketleme makinesiyle yılbaşı etkinliği boyunca teknelerle gönderebileceğin hediyeler üretebilirsin.\n\nBu üretim binası etkinlik bittiğinde çiftliğinden kaldırılacak."
TID_SEASONAL_OBJECT_TITLE,Yılbaşına özel üretim binası!
TID_EVENT_ENDED_TITLE,Etkinlik sona erdi
TID_EVENT_ENDED_TEXT,Sonraki etkinliklere bekleriz!
TID_DECO_CRESCENT_TENT,Hilal çadır
TID_DECO_CRESCENT_SWING,Hilal salıncak
TID_DECO_CRESCENT_TILE,Oryantal döşeme
TID_DECO_CRESCENT_FENCE,Oryantal çit
TID_DECO_FIGURESKATER_GNOME,Buz patenci gnome
TID_DECO_CURLING_RINK,Körling pisti
TID_DECO_OLYMPIC_METALISTS,Klasik madalya kazananlar
TID_DECO_ORNAMENT_TOWER,Süslü sütun
TID_DECO_SANTAS_GIFTS,Noel baba hediyeleri
TID_DECO_TREE_MARKET,Çam dükkanı
TID_DECO_VENETIAN_MASKS,Venedik maskeleri
