TID,VI
TID_DECO_MARBLE_LEAF,Chiếc lá bằng đá cẩm thạch
TID_SPIN_WHEEL_NEXT_IN_ADS,Quảng cáo tiếp theo sau: <TIME>
TID_DECO_PATH_OF_HARMONY,Lối đi êm ái
TID_DECO_CUPIDS_BENCH,Băng ghế thần tình yêu
TID_DECO_HEARTWARMING_BOUQUETS,Quầy hoa tươi
TID_DECO_SPRING_OF_SERENITY,Con suối yên bình
TID_DECO_NAP_TIME,Giấc ngủ trưa êm ả
TID_DECO_POND_OF_HARMONY,Hồ nước yên tĩnh
TID_DECO_SPA_TREATMENT,Spa thư giãn
TID_DECO_JADE_SNAKE,Tượng rắn ngọc bích
TID_DECO_SNAKE_DANCE,Đội múa rắn
TID_DECO_SNAKE_PATH,Gạch khảm hình rắn
TID_DECO_TALL_POTTED_PLANT,Chậu cây cao
TID_DECO_MOSAIC_CENTERPIECE,Đài phun nước khảm đá
TID_DECO_HER_SWING,Xích đu màu hồng
TID_DECO_MONUMENT_OF_HER,Bức tượng người phụ nữ
TID_DECO_COVERED STAND,Khán đài có mái che
TID_DECO_HORSE_LOUNGE,Chuồng ngựa sang trọng
TID_DECO_HORSE_FEEDER,Máng cho ngựa ăn
TID_DECO_REFEREE_SHED,Tháp trọng tài
TID_DECO_HORSE_BALLOON,Bong bóng hình ngựa
TID_DECO_FLAGGED_FENCE,Hàng rào cờ
TID_DECO_SPRING_FLOWER_TILE,Ô gạch hoa mùa xuân
TID_DECO_HAYPOLE_FENCE,Hàng rào cột rơm
TID_DECO_PET_FENCE,Hàng rào thú nuôi
TID_DECO_GRASS_TILE_LIGHT,Gạch cỏ xanh nhạt
TID_DECO_GRASS_TILE_DARK,Gạch cỏ xanh đậm
TID_DECO_PALETTE_FENCE,Hàng rào bảng màu
TID_DECO_BUTTERFLY_HOUSE,Nhà bướm
TID_DECO_SMALL_BIRCH_TREE,Cây bạch dương nhỏ
TID_DECO_BIRCH_TREE,Cây bạch dương
TID_DECO_BIG_BIRCH_TREE,Cây bạch dương to
TID_DECO_SMALL_BONSAI_TREE,Cây thông nhỏ tỉa gọn
TID_DECO_BONSAI_TREE,Cây thông tỉa gọn
TID_DECO_BIG_BONSAI_TREE,Cây thông to tỉa gọn
TID_DECO_MEDITERRANEAN_POND,Hồ phong cách Địa Trung Hải
TID_DECO_MUDDY_TRAIL,Đường mòn đầy bùn
TID_DECO_NATURAL_PLANTER,Chậu cây tự nhiên
TID_DECO_HER_JOURNEY,Hành trình của nàng
TID_NEW_EVENT_BOARD_HEADER,Bảng sự kiện
TID_NEW_EVENT_BOARD_SUB_HEADER,Hãy kiểm tra sự kiện mới mỗi ngày!
TID_NEW_EVENT_BOARD_EMPTY_TAB,Chà! Hiện không có sự kiện nào cả. Hãy kiểm tra lại sau nhé!
TID_NEW_EVENT_BOARD_EMPTY_LIKED_TAB,bắt đầu chọn các sự kiện yêu thích để tạo bảng sự kiện cho riêng mình!
TID_NEW_EVENT_BOARD_TAB_ONGOING,Hiện hoạt
TID_NEW_EVENT_BOARD_TAB_UPCOMING,Sắp tới
TID_NEW_EVENT_BOARD_TAB_RECENTLY_ENDED,Đã qua
TID_NEW_EVENT_BOARD_TAB_LIKED,Yêu thích
TID_NEW_EVENT_BOARD_TAB_NEW_BADGE,MỚI!
TID_NEW_EVENT_BOARD_EVENT_STARTS_IN,Bắt đầu sau:
TID_NEW_EVENT_BOARD_EVENT_ENDS_IN,Kết thúc sau:
TID_NEW_EVENT_BOARD_EVENT_LEAVES_IN,Biến mất sau:
TID_NEW_EVENT_BOARD_EVENT_NOTIFICATION_ENABLED,Bật thông báo
TID_NEW_EVENT_BOARD_EVENT_NOTIFICATION_DISABLED,Tắt thông báo
TID_NEW_EVENT_BOARD_EVENT_LIKE_ENABLED,Thêm vào Yêu thích
TID_NEW_EVENT_BOARD_EVENT_LIKE_DISABLED,Xóa khỏi Yêu thích
TID_CALENDAR_EVENT_DEFAULT_NOTIFICATION,<EVENT_NAME> vừa bắt đầu!
TID_CALENDAR_EVENT_ENDING_DEFAULT_NOTIFICATION,<EVENT_NAME> sắp kết thúc!
TID_NEW_EVENT_BOARD_EVENT_TOOLTIP_TOP_REWARDS,Phần thưởng hàng đầu
TID_NEW_EVENT_BOARD_EVENT_GO_BUTTON,Đi!
TID_NEW_EVENT_BOARD_EVENT_COLLECT_REWARDS_BUTTON,Thu thập phần thưởng!
TID_NEW_EVENT_BOARD_EVENT_NOTIFICATIONS_DISABLED,Bật thông báo sự kiện trong Cài đặt nâng cao.
TID_NEW_EVENT_BOARD_DERBY_NOTIFICATIONS_DISABLED,Bật thông báo Cuộc đua ngựa trong Cài đặt nâng cao.
TID_NEW_EVENT_BOARD_CANNOT_PARTICIPATE_IN_EVENT,Sự kiện sẽ mở khóa ở cấp <LEVEL>.
TID_NEW_EVENT_BOARD_CANNOT_PARTICIPATE_IN_EVENT_REP_TOO_LOW,Sự kiện sẽ mở khóa khi Danh tiếng của Thị trấn đạt cấp <LEVEL>.
TID_GREG_CALENDAR_EVENT_GIFT_BOX_NOTIFICATION,Một món quà mới đã xuất hiện ở nông trại của Greg. Thu thập ngay nào!
TID_ANDROID_NOTIFICATION_CHANNEL_GREG,Nông trại của Greg
TID_LOADING,Đang tải...
TID_EASTER_EGG1_25,Cừu sô cô la
TID_EASTER_EGG2_25,Ong sô cô la
TID_EASTER_EGG3_25,Vịt sô cô la
TID_EASTER_EGG4_25,Ngựa sô cô la
TID_DECO_TOPIARY_LETTER_D,Cây tỉa chữ D
TID_DECO_TOPIARY_LETTER_H,Cây tỉa chữ H
TID_DECO_TOPIARY_LETTER_A,Cây tỉa chữ A
TID_DECO_TOPIARY_LETTER_Y,Cây tỉa chữ Y
TID_DECO_TOAD_OASIS,Bồn tắm cho cóc
TID_DECO_CHEETAH_TOPIARY,Cây cảnh hình báo
TID_DECO_GREEN_ENERGY,Năng lượng xanh
TID_DECO_GREEN_FUTURE,Tương lai xanh
TID_DECO_GREEN_GOLD,Thùng rác hữu cơ
TID_DECO_GREEN_GLOBE,Quả địa cầu xanh
TID_DECO_CATCHING_SUN,Thu thập năng lượng mặt trời
TID_DECO_PLANT_WAGON,Người bán hoa tươi
TID_DECO_HEDGE_PRUNING,Tỉa cây cảnh
TID_DECO_ZINNIA_PLANTER,Hoa cúc ngũ sắc
TID_DECO_CHASING_DROPLETS,Chó con nghịch nước
TID_DECO_PRUNING_STATION,Quầy tỉa cây cảnh
TID_DECO_POT_DISPLAY,Kệ hoa tươi
TID_DECO_FLOWER_BIKE,Xe đạp chở đầy hoa
TID_DECO_FLOWER_TRUCK,Xe tải chở đầy hoa
TID_DECO_ARTIST_EASEL,Bức tranh vẽ hoa
TID_DECO_NAP_IN_SHADE,Ngủ trưa dưới bóng cây
TID_DECO_GOLDEN_WEATHERVANE,Chong chóng gió
TID_DECO_WISTERIA_PAGODA,Ngôi chùa phủ hoa tử đằng
TID_DECO_BAMBOO_FOREST,Tre mọc trước cổng
TID_DECO_BENTO_BOX,Hộp cơm
TID_DECO_KATSUNE_BUSH,Cây cảnh hình cáo
TID_DECO_WEDDING_GIFTS,Quà cưới
TID_DECO_WEDDING_TABLE,Bàn tiệc cưới
TID_DECO_WEDDING_BENCH,Băng ghế tiệc cưới
TID_DECO_WEDDING_ARCH,Cổng hoa cưới
TID_DECO_FLOWER_GIRL,Bé chó rải hoa
TID_DECO_FIESTA,Lễ hội
TID_DECO_PINATA_PARTY,Cùng đập hộp giấy pinata
TID_DECO_MARIACHI_CORNER,Góc âm nhạc mariachi
TID_DECO_PUPPETEERS,Biểu diễn múa rối
TID_DECO_GLITTER_CANNON,Đại bác bắn hoa giấy
TID_DECO_CHAMELEON_BALLOON,Bong bóng hình tắc kè hoa
TID_DECO_COMBINE_HARVESTER,Máy gặt cũ kỹ
TID_DECO_WEDDING_FENCE,Hàng rào tiệc cưới
TID_DECO_CHAMOMILE_FENCE,Hàng rào hoa cúc La Mã
TID_DECO_WISTERIA_FENCE,Hàng rào hoa tử đằng
TID_DECO_STONE_TURTLE_PATH,Gạch hình mai rùa
TID_SEND_DOUBLE_TRUCK_ORDER,Gửi
TID_DOUBLE_TRUCK_ORDER_TOOLTIP_GET_REWARD,Xem quảng cáo để được thưởng gấp đôi Xu và ĐKN.
TID_DECO_WISH_TREE,Cây ước nguyện
TID_NO_PREVIOUS_GLOBAL_EVENT_ONGOING,Không có thông tin về Sự kiện toàn cầu trước đó. Vui lòng thử lại sau!
TID_TUTORIAL_V2_IntroChar,Xin chào! Tôi là Tilly. Thật vui khi có người đến tiếp quản nông trại cũ này. Để tôi giúp bạn một tay nhé!
TID_TUTORIAL_V2_Harvest,"Nhìn kìa, những hạt lúa chín vàng trông thật là đẹp! <cdc634a>Lúa mỳ</c> đã sẵn sàng để thu hoạch."
TID_TUTORIAL_V2_Seeding,"Cây trồng cần có thời gian để phát triển, hãy gieo thêm <cdc634a>Lúa mỳ</c> nào."
TID_TUTORIAL_V2_ClaimHabitat,<disabled>Chuồng gà đã sẵn sàng! Hãy hoàn thành chuồng nào!
TID_TUTORIAL_V2_PlaceChicken,Chúng ta nên mua thêm một vài con <cdc634a>gà</c> để nuôi trong chuồng.
TID_TUTORIAL_V2_PlaceChicken2,Hãy mời thêm một bạn gà gia nhập hội nào!
TID_TUTORIAL_V2_PlaceChicken3,<disabled>Mua thêm con gà thứ ba luôn nhé?
TID_TUTORIAL_V2_FeedChickens,Chúng ta có thể cho gà ăn rồi!
TID_TUTORIAL_V2_BuildFeedMill,"Ôi không, hình như các con vật đói bụng rồi! Hãy xây một <cdc634a>Máy chế biến thức ăn</c> để chuẩn bị thức ăn cho chúng."
TID_TUTORIAL_V2_CompleteFeedMill,"Quá trình này sẽ mất một chút thời gian, nhưng chúng ta có thể tăng tốc."
TID_TUTORIAL_V2_PlaceFields,"Chúng ta sẽ cần Ngô để làm Thức ăn cho gà, hãy đặt thêm vài <cdc634a>Mảnh ruộng</c> để trồng trọt nào."
TID_TUTORIAL_V2_PlantCorn,"Bây giờ, chúng ta có thể trồng một ít <cdc634a>Ngô</c>."
TID_TUTORIAL_V2_HarvestCorn,Đến lúc thu hoạch rồi!
TID_TUTORIAL_V2_SpeedUpCorn,Tăng tốc độ phát triển cho mấy cây Ngô này luôn nào.
TID_TUTORIAL_V2_ProduceChickenFeed,"Bây giờ, chúng ta đã có đủ nguyên liệu để sản xuất <cdc634a>Thức ăn cho gà</c>."
TID_TUTORIAL_V2_SpeedUpChickenFeed,Hãy tăng tốc quá trình sản xuất để đàn gà đáng thương không phải chờ quá lâu.
TID_TUTORIAL_V2_GuestAppears,"Chúng ta có khách ghé thăm này! Giờ đây, khi nông trại hoạt động trở lại, bạn sẽ có rất nhiều khách ghé thăm."
TID_TUTORIAL_V2_BuyBakery,"Chúng ta có rất nhiều Lúa mỳ, vì vậy, hãy xây một <cdc634a>Lò bánh mỳ</c> để chế biến Lúa mỳ thành Bánh mỳ nào!"
TID_TUTORIAL_V2_SpeedBakery,"Quá trình này sẽ nhanh thôi, nhưng ta vẫn có thể tăng tốc."
TID_TUTORIAL_V2_BakeBread,Tuyệt vời! Giờ chúng ta đã sẵn sàng để nướng những ổ <cdc634a>Bánh mỳ</c> thơm ngon!
TID_TUTORIAL_V2_SpeedBread,Tôi đã ngửi thấy mùi bánh thơm phức rồi! Hoàn thành việc nướng bánh ngay nào!
TID_TUTORIAL_V2_SpeedChicken1,Hãy tăng tốc để thu thập một vài quả <cdc634a>Trứng</c>!
TID_TUTORIAL_V2_SpeedChicken2,Tuyệt vời! Hãy tăng tốc cho chú <cdc634a>Gà</c> thứ hai nữa.
TID_TUTORIAL_V2_SpeedChicken3,"Xuất sắc! Bây giờ, hãy tăng tốc cho chú <cdc634a>Gà</c> cuối cùng."
TID_TUTORIAL_V2_CollectEggs,"Bây giờ, chúng ta có thể thu thập tất cả số <cdc634a>Trứng</c>."
TID_TUTORIAL_V2_CarArrives,"Nhìn kìa, xe tải giao hàng đã đến rồi! Bạn có thể dùng xe tải để giao các sản phẩm của mình đến người dân thị trấn."
TID_TUTORIAL_V2_CompleteFirstOrder,Tất cả các yêu cầu mới sẽ xuất hiện trên <cdc634a>Bảng đơn hàng</c> này. Hãy xem thử nào.
TID_TUTORIAL_V2_CollectFirstOrder,Nhanh thật đấy! Hãy nhận phần thưởng cho đơn hàng đầu tiên của bạn.
TID_TUTORIAL_V2_CompleteSecondOrder,Chúng ta có một đơn hàng khác rồi kìa! Người dân thị trấn rất yêu thích các sản phẩm tươi ngon từ nông trại của chúng ta.
TID_TUTORIAL_V2_SellBread1,"Mùi bánh mỳ thơm lừng bay đến từ đây phải không? Ôi, tôi bất lịch sự quá! Tôi tên là Joan."
TID_TUTORIAL_V2_SellBread2,<disabled>Hãy bán bánh mỳ cho Joan!
TID_TUTORIAL_V2_GregAppears,Có vẻ như bạn có thêm một vị khách ghé thăm nữa kìa!
TID_TUTORIAL_V2_GregIntro,"Xin chào hàng xóm! Tôi là Greg. Có vẻ như bạn cần một vài dụng cụ để dọn dẹp nông trại. Hãy đến chỗ tôi, tôi có bán một số dụng cụ đấy."
TID_TUTORIAL_V2_OpenFriendBar,Greg nói đúng đấy. Chúng ta có thể dùng những dụng cụ đó để dọn dẹp các khu vực cỏ cây mọc um tùm.
TID_TUTORIAL_V2_VisitGreg,Hãy đến thăm người hàng xóm Greg nào!
TID_TUTORIAL_V2_GregsFarm,Chào mừng bạn đến với nông trại của tôi! Đừng quên xem qua những món hàng đang được bày bán trong Cửa hàng bên đường của tôi nhé!
TID_TUTORIAL_V2_GregShop,Nhấn vào Cửa hàng để xem có gì ở đó.
TID_TUTORIAL_V2_GregLeave,"Cảm ơn bạn đã ghé thăm! Tôi thường cập nhật hàng hóa cho Cửa hàng mỗi ngày, vì vậy, hãy đến thường xuyên nhé!"
TID_TUTORIAL_V2_BackHome,"Tôi có việc phải đi rồi, nhưng bạn sẽ làm được mà! Cứ tiếp tục trồng trọt, đừng quên cho các con vật ăn và nhớ để ý Bảng đơn hàng là được. Hẹn gặp lại nhé!"
TID_CUSTOMIZATION_BIRTHDAY_2025,Sinh nhật 2025
TID_DECO_SUPERCELL_STORE_01,Đống thú nhồi bông
TID_DECO_SUPERCELL_STORE_02,Lùm cây yên tĩnh
TID_ANIMAL_ACCESSORY_EARTHDAY_HEADBAND,Băng đô Ngày Trái Đất
TID_ANIMAL_ACCESSORY_FLORAL_BRAID,Bím tóc kết hoa
TID_DECO_CAMPER_VAN,Xe van cắm trại
TID_DECO_CLIMBING_GEAR,Dụng cụ leo núi
TID_DECO_RAFTING_GEAR,Dụng cụ chèo thuyền vượt thác
TID_DECO_CAMP_GRILL,Bếp nướng cắm trại
TID_DECO_CAMP_RADIO,Radio cắm trại
TID_DECO_LOOKOUT_TOWER,Đài quan sát
TID_DECO_CAMPING_GEAR,Dụng cụ cắm trại
TID_DECO_CAMP_SIGNPOST,Biển báo cắm trại
TID_DECO_NO_FIRE_SIGN,Biển báo cấm lửa
TID_DECO_GROOVY_FENCE,Hàng rào phong cách groovy
TID_DECO_GROOVY_TILE,Gạch phong cách groovy
TID_DECO_GROOVY_BUG,Xe hơi con bọ phong cách groovy
TID_DECO_GROOVY_VAN,Xe van phong cách groovy
TID_DECO_GROOVY_PEACE_DOVES,Bồ câu hòa bình phong cách groovy
TID_DECO_GROOVY_MRS_SCARECROW,Cô bù nhìn phong cách groovy
TID_DECO_GROOVY_MR_SCARECROW,Anh bù nhìn phong cách groovy
TID_DECO_GROOVY_EGGCHAIR,Ghế trứng phong cách groovy
TID_DECO_GROOVY_GUITAR_CASE,Hộp đàn guitar phong cách groovy
TID_DECO_GROOVY_SIDE_TABLE,Bàn phụ phong cách groovy
TID_DECO_GROOVY_CORNER,Góc phong cách groovy
TID_DECO_GROOVY_GUITAR_PLAYER,Nghệ sĩ guitar phong cách groovy
TID_DECO_GROOVY_BIKE,Xe đạp phong cách groovy
TID_DECO_GROOVY_BOOTS,Giày bốt phong cách groovy
TID_TUTORIAL_EVENT_BOARD_OLD_PLAYERS_1,Xin chào người nông dân! Chúng tôi đã thực hiện một thay đổi nhỏ cho nông trại của bạn. Bảng sự kiện cải tiến mới hiện đang ở ngay bên cạnh hòm thư của bạn.
TID_TUTORIAL_EVENT_BOARD_NEW_PLAYERS_1,Chúc mừng! Bạn đã mở khóa Bảng sự kiện!
TID_TUTORIAL_EVENT_BOARD_OLD_PLAYERS_2,"Tại đây, bạn có thể xem các sự kiện theo hình thức mới. Nhấn vào tấm áp phích được làm nổi bật để khám phá các nội dung bên trong!"
TID_TUTORIAL_EVENT_BOARD_NEW_PLAYERS_2,"Tại đây, bạn có thể xem thông tin về các sự kiện. Nhấn vào tấm áp phích được làm nổi bật để khám phá nội dung bên trong!"
TID_TUTORIAL_EVENT_BOARD_3,Nhấn vào nút thông tin để hiển thị thêm thông tin chi tiết và phần thưởng!
TID_TUTORIAL_EVENT_BOARD_4,Nhớ quay lại kiểm tra mỗi ngày để xem các sự kiện hấp dẫn mới nhé!
TID_SKIP_INTRO,Bỏ qua
TID_GLOBAL_EVENT_THRESHOLD_REACHED,Bạn hiện đang tham gia sự kiện toàn cầu này.
TID_BIRTHDAY_BALLOON1_25,Bong bóng hoa hướng dương
TID_BIRTHDAY_BALLOON2_25,Bong bóng hòa bình
TID_BIRTHDAY_BALLOON3_25,Bong bóng hình hoa
TID_BIRTHDAY_BALLOON4_25,Bong bóng cầu vồng
TID_DECO_GROOVY_STAGE,Sân khấu phong cách groovy
TID_DECO_GROOVY_COOP,Chuồng gà phong cách groovy
TID_ANIMAL_ACCESSORY_HAT_FLORAL_WREATH,Vòng hoa đội đầu
TID_ANIMAL_ACCESSORY_HAT_GROOVY_HAT,Mũ phong cách groovy
TID_DECO_MINDFUL_MOMENTS,Khoảnh khắc tịnh tâm
TID_EVENT_BOARD_INFO_POPUP_TITLE,Cách chơi
TID_EVENT_BOARD_INFO_POPUP_TEXT_1,Nhấn vào nút Thông tin để biết thêm chi tiết về sự kiện.
TID_EVENT_BOARD_INFO_POPUP_TEXT_2,Nhấn nút Đi để truy cập khi Sự kiện xuất hiện ở đó.
TID_EVENT_BOARD_INFO_POPUP_TEXT_3,Bật thông báo để biết khi nào Sự kiện bắt đầu hoặc kết thúc. Hãy đảm bảo bạn đã bật thông báo của Sự kiện trong mục Cài đặt nâng cao.
TID_EVENT_BOARD_INFO_POPUP_TEXT_4,Lưu lại các sự kiện mà bạn thích trong thẻ Yêu thích để truy cập những sự kiện này dễ dàng hơn.
TID_NEW_EVENT_BOARD_EVENT_TOOLTIP_STARTS_IN,Bắt đầu sau: <TIME>
TID_NEW_EVENT_BOARD_EVENT_TOOLTIP_ENDS_IN,Kết thúc sau: <TIME>
TID_NEW_EVENT_BOARD_EVENT_TOOLTIP_LEAVES_IN,Biến mất sau: <TIME>
TID_DECO_VERTICAL_GARDEN,Vườn thẳng đứng
TID_DECO_SOLAR_FLOWERS,Tấm pin năng lượng mặt trời hình hoa
TID_DECO_RAINWATER_COLLECTOR,Thu thập nước mưa
TID_DECO_CLEANUP_CREW,Đội dọn dẹp
TID_DECO_EVENT_PHOTO_ALBUM_LIKES_LABEL,Những người nông dân đã thích thiết kế này
TID_DECO_EVENT_PHOTO_ALBUM_TASKS_LABEL,Các nhiệm vụ đã hoàn thành
TID_DECO_EVENT_PHOTO_ALBUM_COVER_TITLE,Album Thiết kế của <NAME>
TID_DECO_EVENT_PHOTO_ALBUM_COVER_INFO,Tham gia Lễ hội thiết kế để hoàn thành những trang này.
TID_DECO_EVENT_PHOTO_ALBUM_PAGE_TITLE,Các Thiết kế của <NAME>
TID_DECO_EVENT_PHOTO_ALBUM_ADDED_PIN,Đã ghim ảnh!
TID_DECO_EVENT_PHOTO_ALBUM_REMOVED_PIN,Đã bỏ ghim ảnh!
TID_DECO_EVENT_PHOTO_ALBUM_HIDDEN,Đã ẩn ảnh!
TID_DECO_EVENT_PHOTO_ALBUM_SHOWN,Đã hiển thị ảnh!
TID_DECO_EVENT_PHOTO_ALBUM_HIDDEN_MAX,Đã ẩn số lượng ảnh tối đa.
TID_DECO_EVENT_PHOTO_ALBUM_PINNED_MAX,Đã ghim số lượng ảnh tối đa.
TID_DECO_EVENT_PHOTO_ALBUM_HIDDEN_INFO,Thiết kế này sẽ không được hiển thị cho những người chơi khác.
TID_DECO_EVENT_PHOTO_ALBUM_EMPTY_PHOTO_TIP_1,Tham gia Lễ hội thiết kế để hoàn thành bộ sưu tập thiết kế của bạn.
TID_DECO_EVENT_PHOTO_ALBUM_EMPTY_PHOTO_TIP_2,Chỉ những Thiết kế được gửi đi mới xuất hiện trong Album Ảnh.
TID_DECO_EVENT_PHOTO_ALBUM_CLOSEUP_INFO,Bạn có thể chạm vào màn hình để di chuyển và phóng to thu nhỏ thiết kế. Thử xem nào!
TID_DECO_EVENT_PHOTO_ALBUM_FAVORITE_TITLE,Thiết kế yêu thích của <NAME>
TID_DECO_STICKER_BOOK_SOURCE_DECO_EVENT_SHOP,Cửa hàng Lễ hội thiết kế
TID_DECO_STICKER_BOOK_SOURCE_DECO_EVENT_SHOP_AVAILABLE,Đồ trang trí này hiện đang có trong Cửa hàng Lễ hội thiết kế.
TID_DECO_STICKER_BOOK_SOURCE_DECO_EVENT_SHOP_NOT_YET_AVAILABLE,Đồ trang trí này sẽ có trong sự kiện Cửa hàng Lễ hội thiết kế.
TID_DECO_STICKER_BOOK_SOURCE_COMMUNITY_INBOX,Sự kiện Cộng đồng
TID_DECO_STICKER_BOOK_SOURCE_COMMUNITY_INBOX_AVAILABLE,Đồ trang trí này hiện đang có trong Sự kiện Cộng đồng.
TID_DECO_STICKER_BOOK_SOURCE_COMMUNITY_INBOX_NOT_YET_AVAILABLE,Đồ trang trí này sẽ có trong Sự kiện Cộng đồng.
TID_DECO_STICKER_BOOK_SOURCE_DECO_STICKER_BOOK_COLLECTION,Bộ sưu tập Đồ trang trí
TID_DECO_STICKER_BOOK_SOURCE_DECO_STICKER_BOOK_COLLECTION_AVAILABLE,Đồ trang trí này hiện đang có trong Bộ sưu tập Đồ trang trí.
TID_DECO_STICKER_BOOK_SOURCE_DECO_STICKER_BOOK_COLLECTION_NOT_YET_AVAILABLE,Đồ trang trí này sẽ có trong Bộ sưu tập Đồ trang trí.
TID_DECO_STICKER_BOOK_SOURCE_GREGS_CALENDAR,Lịch quà tặng của Greg
TID_DECO_STICKER_BOOK_SOURCE_GREGS_CALENDAR_AVAILABLE,Đồ trang trí này hiện đang có trong Lịch quà tặng của Greg.
TID_DECO_STICKER_BOOK_SOURCE_GREGS_CALENDAR_NOT_YET_AVAILABLE,Đồ trang trí này sẽ có trong Lịch quà tặng của Greg.
TID_DECO_STICKER_BOOK_SOURCE_GLOBAL_EVENT_PERSONAL_THRESHOLD_REWARD,Phần thưởng mốc cá nhân của Sự kiện toàn cầu
TID_DECO_STICKER_BOOK_SOURCE_GLOBAL_EVENT_PERSONAL_THRESHOLD_REWARD_AVAILABLE,Đồ trang trí này hiện đang có trong Phần thưởng mốc cá nhân của Sự kiện toàn cầu.
TID_DECO_STICKER_BOOK_SOURCE_GLOBAL_EVENT_PERSONAL_THRESHOLD_REWARD_NOT_YET_AVAILABLE,Đồ trang trí này sẽ có trong Phần thưởng mốc cá nhân của Sự kiện toàn cầu.
TID_PEOPLE_ORDER_YOU_HAVE_NEW_UI,Bạn có:
TID_PEOPLE_ORDER_NEED_NEW_UI,Yêu cầu:
TID_PEOPLE_ORDER_WITH_GIFT_DISMISS_TITLE,Bạn chắc chứ?
TID_PEOPLE_ORDER_WITH_GIFT_DISMISS_TEXT,Bạn sẽ mất quà tặng nếu bỏ qua đơn hàng.
TID_PEOPLE_ORDER_SEND_AWAY_CANCEL,Suy nghĩ lại
TID_PEOPLE_ORDER_SEND_AWAY_CONFIRM,Tạm biệt
TID_TUTORIAL_V2_Name_Farm,Trang trại cũ này gần như đã sẵn sàng đi vào hoạt động trở lại! Bạn muốn đặt tên cho trang trại là gì?
TID_BLUEBERRY_BUSH,Bụi cây việt quất
TID_BLUEBERRY,Việt quất
TID_BLUEBERRY_BUSH_DESCRIPTION,Thu hoạch 3 lần
TID_BLUEBERRY_DESCRIPTION,Thu hoạch từ Bụi cây việt quất
TID_FULL_SCREEN_WEB_VIEW_LOADING_ERROR_TITLE,Lỗi
TID_FULL_SCREEN_WEB_VIEW_LOADING_ERROR_TEXT,Không thể tải. Chúng tôi rất xin lỗi vì sự bất tiện này.
TID_TUTORIAL_V2_WaitFirstOrder,Xe tải sẽ đi giao sản phẩm và sau đó sẽ nhanh chóng quay trở lại với phần thưởng của bạn.
TID_HAY_DAY_WRAPPED_NO_LONGER_ACTIVE_TITLE,Tiệc mừng kết thúc
TID_HAY_DAY_WRAPPED_BANNER_TAP_TO_REVEAL,Nhấn để xem
TID_FULL_SCREEN_WEB_VIEW_LOADING_TEXT_1,Kiểm tra sổ tay đánh cá
TID_FULL_SCREEN_WEB_VIEW_LOADING_TEXT_2,Thu thập thông tin về các cỗ máy
TID_FULL_SCREEN_WEB_VIEW_LOADING_TEXT_3,Nựng các chú dê
TID_FULL_SCREEN_WEB_VIEW_LOADING_TEXT_4,Bạn quả là một người nông dân giỏi!
TID_FULL_SCREEN_WEB_VIEW_LOADING_TEXT_5,Ghé thăm Phòng xông hơi cho Heo
TID_FULL_SCREEN_WEB_VIEW_LOADING_TEXT_6,"Chà, nông trại của bạn luôn ngập tràn niềm vui!"
TID_BARN_UPGRADE_PART_BOX_TOOLTIP,Chiếc hộp này sẽ cho bạn một bộ phận nâng cấp kho vật phẩm.
TID_SILO_UPGRADE_PART_BOX_TOOLTIP,Chiếc hộp này sẽ cho bạn một bộ phận nâng cấp tháp nông sản.
TID_NEW_EVENT_BOARD_GO_BUTTON_FARM_VISITOR_FLOATER,Chờ khách ghé thăm Nông trại đến.
TID_NEW_EVENT_BOARD_GO_BUTTON_TOWN_VISITOR_FLOATER,Chờ khách ghé thăm Thị trấn đến.
TID_NEW_EVENT_BOARD_GO_BUTTON_SPIN_THE_WHEEL_FLOATER,Chờ Vòng quay may mắn đến.
TID_PEOPLE_NAME_MIKE,Mike
TID_PEOPLE_NAME_JOAN,Joan
TID_PEOPLE_NAME_BETTY,Betty
TID_PEOPLE_NAME_GIRL_TILLY,Tilly
TID_PRODUCT_BLUEBERRY_CHUTNEY,Chutney việt quất
TID_PRODUCT_WHITE_CHOCOLATE_BLUEBERRY_WAFFLES,Bánh kẹp việt quất sô cô la trắng
TID_DECO_WESTERN_WAGON,Xe kéo phong cách Viễn Tây
TID_DECO_COWBOY_NAP_SPOT,Cao bồi ngủ trưa
TID_DECO_JAILHOUSE,Nhà giam
TID_DECO_HITCHING_POST,Cột buộc ngựa
TID_DECO_WANTED_POSTER,Áp phích truy nã
TID_DECO_WESTERN_SALOON,Quán nước phong cách Viễn Tây
TID_DECO_WESTERN_WATER_TOWER,Tháp bồn nước phong cách Viễn Tây
TID_DECO_COWBOY_ACCESSORIES,Phụ kiện cao bồi
TID_DECO_WESTERN_BOOTH,Quầy trò chơi Viễn Tây
TID_DECO_WESTERN_GATE,Cổng phong cách Viễn Tây
TID_DECO_TROPICAL_TAN,Nhuộm da nâu nhiệt đới
TID_DECO_TROPICAL_DANCE,Vũ điệu miền nhiệt đới
