TID,RU
TID_DECO_EVENT_PHOTO_ALBUM_PINNED_MAX,Закреплено максимальное количество фотографий
TID_DECO_EVENT_PHOTO_ALBUM_HIDDEN_INFO,Другие игроки не смогут увидеть этот проект.
TID_DECO_EVENT_PHOTO_ALBUM_EMPTY_PHOTO_TIP_1,"Участвуй в конкурсе проектов, чтобы собрать коллекцию проектов."
TID_DECO_EVENT_PHOTO_ALBUM_EMPTY_PHOTO_TIP_2,В альбом попадают только отправленные проекты.
TID_DECO_EVENT_PHOTO_ALBUM_CLOSEUP_INFO,"Проект можно двигать и приближать, касаясь экрана. Попробуй!"
TID_DECO_EVENT_PHOTO_ALBUM_FAVORITE_TITLE,Избранное игрока <NAME>
TID_DECO_STICKER_BOOK_SOURCE_DECO_EVENT_SHOP,Магазин конкурса проектов
TID_DECO_STICKER_BOOK_SOURCE_DECO_EVENT_SHOP_AVAILABLE,Сейчас это украшение доступно в магазине конкурса проектов.
TID_DECO_STICKER_BOOK_SOURCE_DECO_EVENT_SHOP_NOT_YET_AVAILABLE,Это украшение будет доступно в магазине конкурса проектов.
TID_DECO_STICKER_BOOK_SOURCE_COMMUNITY_INBOX,Событие сообщества
TID_DECO_STICKER_BOOK_SOURCE_COMMUNITY_INBOX_AVAILABLE,Сейчас это украшение доступно в событии сообщества.
TID_DECO_STICKER_BOOK_SOURCE_COMMUNITY_INBOX_NOT_YET_AVAILABLE,Это украшение будет доступно в событии сообщества.
TID_DECO_STICKER_BOOK_SOURCE_DECO_STICKER_BOOK_COLLECTION,Коллекция украшений
TID_DECO_STICKER_BOOK_SOURCE_DECO_STICKER_BOOK_COLLECTION_AVAILABLE,Сейчас это украшение доступно в коллекции украшений.
TID_DECO_STICKER_BOOK_SOURCE_DECO_STICKER_BOOK_COLLECTION_NOT_YET_AVAILABLE,Это украшение будет доступно в коллекции украшений.
TID_DECO_STICKER_BOOK_SOURCE_GREGS_CALENDAR,Календарь подарков Грега
TID_DECO_STICKER_BOOK_SOURCE_GREGS_CALENDAR_AVAILABLE,Сейчас это украшение доступно в календаре подарков Грега.
TID_DECO_STICKER_BOOK_SOURCE_GREGS_CALENDAR_NOT_YET_AVAILABLE,Это украшение будет доступно в календаре подарков Грега.
TID_DECO_STICKER_BOOK_SOURCE_GLOBAL_EVENT_PERSONAL_THRESHOLD_REWARD,Награда за личную цель глобального события
TID_DECO_STICKER_BOOK_SOURCE_GLOBAL_EVENT_PERSONAL_THRESHOLD_REWARD_AVAILABLE,Сейчас это украшение доступно как награда за личную цель глобального события.
TID_DECO_STICKER_BOOK_SOURCE_GLOBAL_EVENT_PERSONAL_THRESHOLD_REWARD_NOT_YET_AVAILABLE,Это украшение будет доступно как награда за личную цель глобального события.
TID_PEOPLE_ORDER_YOU_HAVE_NEW_UI,У тебя есть:
TID_PEOPLE_ORDER_NEED_NEW_UI,Запрос:
TID_PEOPLE_ORDER_WITH_GIFT_DISMISS_TITLE,Точно хочешь отказаться?
TID_PEOPLE_ORDER_WITH_GIFT_DISMISS_TEXT,"Ты не получишь подарок, если откажешься от заказа."
TID_PEOPLE_ORDER_SEND_AWAY_CANCEL,Отмена
TID_PEOPLE_ORDER_SEND_AWAY_CONFIRM,"Да, точно"
TID_TUTORIAL_V2_Name_Farm,Старая ферма снова ожила! Как ты ее назовешь?
TID_BLUEBERRY_BUSH,Куст черники
TID_BLUEBERRY,Черника
TID_BLUEBERRY_BUSH_DESCRIPTION,Дает урожай три раза.
TID_BLUEBERRY_DESCRIPTION,Собирается с кустов черники.
TID_FULL_SCREEN_WEB_VIEW_LOADING_ERROR_TITLE,Ошибка
TID_FULL_SCREEN_WEB_VIEW_LOADING_ERROR_TEXT,"Загрузка не удалась. Извините, у нас неполадки."
TID_TUTORIAL_V2_WaitFirstOrder,"Грузовик уедет доставлять заказы, а затем вернется с наградами за них."
TID_HAY_DAY_WRAPPED_NO_LONGER_ACTIVE_TITLE,Праздник закончился
TID_HAY_DAY_WRAPPED_BANNER_TAP_TO_REVEAL,"Коснись, чтобы посмотреть"
TID_FULL_SCREEN_WEB_VIEW_LOADING_TEXT_1,Листаем рыбацкую книгу
TID_FULL_SCREEN_WEB_VIEW_LOADING_TEXT_2,Проверяем производственные здания
TID_FULL_SCREEN_WEB_VIEW_LOADING_TEXT_3,Гладим коз
TID_FULL_SCREEN_WEB_VIEW_LOADING_TEXT_4,У тебя талант к фермерству!
TID_FULL_SCREEN_WEB_VIEW_LOADING_TEXT_5,Греем сауну для свиней
TID_FULL_SCREEN_WEB_VIEW_LOADING_TEXT_6,Твоя ферма впереди всех по уровню счастья!
TID_BARN_UPGRADE_PART_BOX_TOOLTIP,Ящик содержит деталь для улучшения амбара.
TID_SILO_UPGRADE_PART_BOX_TOOLTIP,Ящик содержит деталь для улучшения силосной башни.
TID_NEW_EVENT_BOARD_GO_BUTTON_FARM_VISITOR_FLOATER,"Подожди, пока не появится посетитель фермы"
TID_NEW_EVENT_BOARD_GO_BUTTON_TOWN_VISITOR_FLOATER,"Подожди, пока не появится гость города"
TID_NEW_EVENT_BOARD_GO_BUTTON_SPIN_THE_WHEEL_FLOATER,"Подожди, пока не появится колесо фортуны"
TID_PEOPLE_NAME_MIKE,Майк
TID_PEOPLE_NAME_JOAN,Джоан
TID_PEOPLE_NAME_BETTY,Бетти
TID_PEOPLE_NAME_GIRL_TILLY,Тилли
TID_PRODUCT_BLUEBERRY_CHUTNEY,Черничный соус
TID_PRODUCT_WHITE_CHOCOLATE_BLUEBERRY_WAFFLES,Вафли с черникой и белым шоколадом
TID_DECO_WESTERN_WAGON,Старинная повозка
TID_DECO_COWBOY_NAP_SPOT,Спящий ковбой
TID_DECO_JAILHOUSE,Тюрьма
TID_DECO_HITCHING_POST,Коновязь с поилкой
TID_DECO_WANTED_POSTER,Плакат «Разыскивается»
TID_DECO_WESTERN_SALOON,Ковбойский салун
TID_DECO_WESTERN_WATER_TOWER,Старинная водонапорная башня
TID_DECO_COWBOY_ACCESSORIES,Ковбойские аксессуары
TID_DECO_WESTERN_BOOTH,Ковбойский тир
TID_DECO_WESTERN_GATE,Ковбойские ворота
TID_DECO_TROPICAL_TAN,Загорающая свинья
TID_DECO_TROPICAL_DANCE,Экзотический танец
TID_DECO_TROPICAL_HUT,Тропическая хижина
TID_DECO_SURFER_BUDDIES,Друзья-серферы
TID_DECO_TROPICAL_NECKLACES,Цветочные ожерелья
TID_DECO_BIRD_PAVILION,Птичий павильон
TID_DECO_PLUSHIES_STAND,Мягкие игрушки
TID_DECO_WINGSPAN_DISPLAY,Размах крыльев
TID_DECO_FEEDING_TIME,Время кормежки
TID_DECO_WALRUS_PHOTO_BOARD,Тантамареска-морж
TID_DECO_WALRUS_SLIDE,Моржовая горка
TID_DECO_HELIUM_BALLOONS,Гелиевые шары
TID_DECO_HEIGHT_DISPLAY,Ростомер
TID_DECO_TORTOISE_CORNER,Черепаший уголок
TID_DECO_PAW_PRINT_DISPLAY,Образцы следов
TID_DECO_FROZEN_TREATS_CART,Тележка с мороженым
TID_DECO_HAY_STORAGE,Сеновал
TID_DECO_FARM_WINDMILL,Фермерская ветряная мельница
TID_DECO_HAY_LOADER,Сенопогрузчик
TID_DECO_PLOWED_FIELD,Пашня
TID_DECO_FERTILIZER_SACKS,Мешки с удобрениями
TID_DECO_MILK_DOCK,Молочные продукты
TID_DECO_PLOW,Плуг
TID_DECO_HAY_PILE,Копна сена
TID_DECO_RAISED_FLOWERBED,Приподнятая клумба
TID_DECO_READING_NOOK,Уголок для чтения
TID_DECO_CROQUET_GAME,Игра в крокет
TID_DECO_BIG_GREENHOUSE,Большая теплица
TID_DECO_YELLOW_ROSE_TREE,Розовый куст
TID_DECO_HEDGE_GATE,Ворота в живой изгороди
TID_DECO_AFTERNOON_TEA,Изысканное чаепитие
TID_DECO_WASH_BASIN,Место для умывания
TID_DECO_WILD_FLOWERS,Полевые цветы
TID_DECO_NARROW_GATE,Маленькая калитка
TID_DECO_FARMERS_MARKET,Фермерский рынок
TID_DECO_APPLE_CRATES,Ящики с яблоками
TID_DECO_HEDGE_MAZE,Лабиринт из живой изгороди
TID_DECO_PICKING_APPLES,Сбор яблок
TID_DECO_APPLE_PRESS,Яблочный пресс
TID_DECO_LEAF_ANGEL,Свинья в листьях
TID_DECO_ORGANIC_JUICE,Натуральный сок
TID_DECO_APPLE_SIGN,Указатель в форме яблока
TID_DECO_WESTERN_FENCE,Ковбойская ограда
TID_DECO_GRASS_BOARD_FENCE,Ограда с нарисованными кустами
TID_DECO_SLAT_FENCE,Дощатая ограда
TID_DECO_APPLE_FENCE,Яблочная ограда
TID_DECO_TROPICAL_TILE,Тропическая плитка
TID_DECO_TIRE_TRACKS,Следы от колес
TID_DECO_LARGE_SLATES,Дорожка из булыжников
TID_DECO_DINO_EGSS,Яйца динозавров
TID_DECO_FOSSIL_SITE,Палеонтологи за работой
TID_DECO_INDEPENDENT_PARADE,Парад в честь Дня независимости
TID_DECO_INDEPENDENT_BBG,Барбекю в честь Дня независимости
TID_DECO_INDEPENDENT_GNOME,Независимый гном
TID_DECO_SCHOOL_SUPPLIES,Школьные принадлежности
TID_DECO_LIBRARY_CORNER,Библиотечный уголок
TID_DECO_DETENTION,Хулиганы
TID_FARM_PASS_BONUS_ITEMS,Бонус
TID_DECO_SALOON_LADY,Хозяйка салуна
TID_DECO_TOPIARY_NUMBER_1,Топиарий (цифра 1)
TID_DECO_TOPIARY_NUMBER_3,Топиарий (цифра 3)
TID_AGE_GATE_IDLE,Укажи свой возраст
TID_AGE_GATE_ERROR,Недопустимое значение
TID_AGE_GATE_INFO,Зачем это нужно?
TID_AGE_GATE_HEADER,Сколько тебе лет?
TID_TUTORIAL_V2_Age_Gate,Сколько тебе лет?
TID_CAPYBARA1,Коричневая капибара
TID_CAPYBARA2,Рыжая капибара
TID_CAPYBARA_HOUSE,Домик для капибар
TID_CAPYBARA_HOUSE_SHOP_DESCRIPTION,Жилище для <CAPACITY> капибар.
TID_DECO_CORAL_TREE,Коралловое дерево
TID_DECO_WHITE_GINGER_LILY,Имбирная лилия
TID_PEOPLE_ORDER_REWARD_NEW_UI,Награды:
TID_PONY1,Фьордский пони
TID_PONY2,Шетлендский пони
TID_TASK_EVENT_NEW_TASK_LABEL,Новое
TID_FARM_PASS_DISCOUNT_AFTER_PERCENT,скидка
TID_NAME_GATE_OK,OK
TID_NAME_GATE_HEADER,Название фермы
TID_NAME_GATE_WARNING,Не используй свое настоящее имя.
TID_NAME_GATE_IDLE,Введи название
TID_TLO_DISCOUNT,Со скидкой
TID_TLO_VALUE,Выгодно
TID_CALENDAR_EVENT_FISH_WEIGHT_AND_THRESHOLD,<WEIGHT> кг / <WEIGHT_THRESHOLD> кг
TID_NAME_GATE_INVALID,"К сожалению, такое название нельзя использовать"
TID_NAME_GATE_LATER,(изменить название можно позже)
TID_RESUBMIT_LATESUBMIT_DECO_EVENT_INFO_PAGE3_BOX4,"Отправь проект вовремя, чтобы его увидело больше людей. Проекты, отправленные позже, увидит меньшее число игроков. Если передумаешь, ты всегда сможешь отправить проект заново."
TID_AGE_GATE_TT,"В Hay Day играют пользователи разных возрастов. Мы просим указать возраст, чтобы обеспечить оптимальные условия игры."
TID_TUTORIAL_V2_Harvest_Part2,"<cdc634a>Зажми</c> серп и <cdc634a>проведи им</c> по полям, чтобы собрать урожай."
TID_TUTORIAL_V2_Seeding_Part2,"<cdc634a>Зажми</c> пшеницу и <cdc634a>проведи ей</c> по полям, чтобы засеять их."
TID_UNCLAIMED_REELS,Неполученные фотопленки
TID_SHOP_FARM_PASS_BUNDLE_FLIP,В этом сезоне доступно следующее:\n<CONTENTS>
TID_SHOP_FARM_PASS_BUNDLE_AND_BONUS_FLIP,В этом сезоне доступно следующее:\n<CONTENTS>\n\nДополнительные награды:\n<CONTENTS_PERMANENT>
TID_DECO_SUBMIT_RESUBMIT_TITLE,Отправить проект снова?
TID_ANIMAL_ACCESSORY_HAT_ELEPHANT_CAP,Слоновья кепка
TID_ANIMAL_ACCESSORY_HAT_GARDEN_BONNET,Садовая шляпка
TID_HUD_FARM_PASS_CHICK_SPEECH_BUBBLE_SPECIAL_OFFER,Особая акция!
TID_SCID_PLAYED_BEFORE,Играешь не первый раз?
TID_MOVIE_SKIPPED_TEXT,
TID_EMPTY_TEXT,
TID_POP_PROMO_INFO_TITLE1,
TID_POP_PROMO_INFO_TITLE2,
TID_POP_PROMO_INFO_TITLE3,
TID_POP_PROMO_INFO_TITLE4,
TID_POP_PROMO_INFO_TITLE5,
TID_POP_PROMO_INFO_TITLE6,
TID_POP_PROMO_INFO_TITLE7,
TID_POP_PROMO_INFO_PAGE1,
TID_POP_PROMO_INFO_PAGE2,
TID_POP_PROMO_INFO_PAGE3,
TID_POP_PROMO_INFO_PAGE4,
TID_POP_PROMO_INFO_PAGE5,
TID_POP_PROMO_INFO_PAGE6,
TID_POP_PROMO_INFO_PAGE7,
TID_POP_INSTALL_PROMO_INFO_TITLE1,
TID_POP_INSTALL_PROMO_INFO_TITLE2,
TID_POP_INSTALL_PROMO_INFO_TITLE3,
TID_POP_INSTALL_PROMO_INFO_TITLE4,
TID_POP_INSTALL_PROMO_INFO_TITLE5,
TID_POP_INSTALL_PROMO_INFO_TITLE6,
TID_POP_INSTALL_PROMO_INFO_TITLE7,
TID_POP_INSTALL_PROMO_INFO_PAGE1,
TID_POP_INSTALL_PROMO_INFO_PAGE2,
TID_POP_INSTALL_PROMO_INFO_PAGE3,
TID_POP_INSTALL_PROMO_INFO_PAGE4,
TID_POP_INSTALL_PROMO_INFO_PAGE5,
TID_POP_INSTALL_PROMO_INFO_PAGE6,
TID_POP_INSTALL_PROMO_INFO_PAGE7,
TID_DECO_SUPERCELL_STORE_03,
TID_HAY_DAY_WRAPPED_NO_LONGER_ACTIVE_TEXT,
TID_DECO_STICKER_BOOK_COLLECTION_51,
TID_DECO_STICKER_BOOK_COLLECTION_52,
TID_DECO_STICKER_BOOK_COLLECTION_53,
TID_DECO_STICKER_BOOK_COLLECTION_54,
TID_DECO_STICKER_BOOK_COLLECTION_55,
TID_DECO_STICKER_BOOK_COLLECTION_56,
TID_DECO_STICKER_BOOK_COLLECTION_57,
TID_DECO_STICKER_BOOK_COLLECTION_58,
TID_DECO_STICKER_BOOK_COLLECTION_59,
TID_DECO_STICKER_BOOK_COLLECTION_60,
TID_DECO_STICKER_BOOK_COLLECTION_61,
TID_DECO_STICKER_BOOK_COLLECTION_62,
TID_DECO_STICKER_BOOK_COLLECTION_63,
TID_DECO_STICKER_BOOK_COLLECTION_64,
TID_DECO_STICKER_BOOK_COLLECTION_65,
TID_DECO_STICKER_BOOK_COLLECTION_66,
