TID,TH
TID_TUTORIAL_V2_GregIntro,ว่าไง เพื่อนบ้าน! ผมชื่อเกร็ก ดูเหมือนว่าคุณต้องการเครื่องมือไว้ใช้เคลียร์พื้นที่ฟาร์มนะ มาหาผมสิ ผมมีอุปกรณ์เล็กๆ น้อยๆ ขายอยู่
TID_TUTORIAL_V2_OpenFriendBar,เกร็กพูดถูก เราต้องการเครื่องมือพวกนั้นเพื่อจัดการกับพื้นที่รกๆ
TID_TUTORIAL_V2_VisitGreg,ไปเยี่ยมเยียนเกร็ก เพื่อนบ้านของเรากันเสียหน่อย!
TID_TUTORIAL_V2_GregsFarm,ยินดีต้อนรับสู่ฟาร์มของผม! อย่าลืมดูว่าผมมีอะไรขายบ้างในร้านริมทาง!
TID_TUTORIAL_V2_GregShop,แตะที่ร้านค้าเพื่อดูว่ามีอะไรขายบ้าง
TID_TUTORIAL_V2_GregLeave,ขอบคุณที่มาเยี่ยมนะ! ผมเติมสินค้าในร้านค้าเป็นประจำทุกวัน แวะเวียนมาหาได้เรื่อยๆ นะ ไม่ต้องเกรงใจ
TID_TUTORIAL_V2_BackHome,ฉันต้องไปแล้ว แต่คุณเอาอยู่แน่นอน! ปลูกพืชผลเรื่อยๆ อย่าลืมให้อาหารสัตว์ แล้วคอยดูกระดานคำสั่งซื้อให้สม่ำเสมอนะ แล้วเจอกันใหม่!
TID_CUSTOMIZATION_BIRTHDAY_2025,วันเกิด 2025
TID_DECO_SUPERCELL_STORE_01,กองตุ๊กตาสารพัดสัตว์
TID_DECO_SUPERCELL_STORE_02,ป่าสงบเงียบ
TID_ANIMAL_ACCESSORY_EARTHDAY_HEADBAND,ที่คาดผมวันคุ้มครองโลก
TID_ANIMAL_ACCESSORY_FLORAL_BRAID,ผมเปียดอกไม้
TID_DECO_CAMPER_VAN,รถตู้แคมเปอร์
TID_DECO_CLIMBING_GEAR,อุปกรณ์ปีนเขา
TID_DECO_RAFTING_GEAR,อุปกรณ์ล่องแก่ง
TID_DECO_CAMP_GRILL,เตาปิ้งย่างแคมป์
TID_DECO_CAMP_RADIO,วิทยุแคมป์
TID_DECO_LOOKOUT_TOWER,หอคอยเฝ้าระวัง
TID_DECO_CAMPING_GEAR,อุปกรณ์ตั้งแคมป์
TID_DECO_CAMP_SIGNPOST,ป้ายบอกทางแคมป์
TID_DECO_NO_FIRE_SIGN,ป้ายห้ามจุดไฟ
TID_DECO_GROOVY_FENCE,รั้วฮิปปี้
TID_DECO_GROOVY_TILE,กระเบื้องฮิปปี้
TID_DECO_GROOVY_BUG,รถเต่าฮิปปี้
TID_DECO_GROOVY_VAN,รถตู้ฮิปปี้
TID_DECO_GROOVY_PEACE_DOVES,พิราบสันติฮิปปี้
TID_DECO_GROOVY_MRS_SCARECROW,คุณนายหุ่นไล่กาฮิปปี้
TID_DECO_GROOVY_MR_SCARECROW,คุณหุ่นไล่กาฮิปปี้
TID_DECO_GROOVY_EGGCHAIR,เก้าอี้รูปไข่ฮิปปี้
TID_DECO_GROOVY_GUITAR_CASE,กล่องกีตาร์ฮิปปี้
TID_DECO_GROOVY_SIDE_TABLE,โต๊ะวางของฮิปปี้
TID_DECO_GROOVY_CORNER,มุมผ่อนคลายฮิปปี้
TID_DECO_GROOVY_GUITAR_PLAYER,นักเล่นกีตาร์ฮิปปี้
TID_DECO_GROOVY_BIKE,จักรยานแผงดอกไม้
TID_DECO_GROOVY_BOOTS,ชั้นวางรองเท้าบูทฮิปปี้
TID_TUTORIAL_EVENT_BOARD_OLD_PLAYERS_1,ว่าไง ชาวไร่! เราได้เปลี่ยนแปลงฟาร์มของคุณเล็กน้อย ตอนนี้กระดานอีเวนท์แบบปรับปรุงใหม่จะอยู่ข้างกล่องไปรษณีย์ของคุณแล้ว
TID_TUTORIAL_EVENT_BOARD_NEW_PLAYERS_1,ยินดีด้วย คุณเพิ่งปลดล็อคกระดานอีเวนท์!
TID_TUTORIAL_EVENT_BOARD_OLD_PLAYERS_2,คุณสามารถดูอีเวนท์ในรูปแบบใหม่ได้ที่นี่ แตะที่โปสเตอร์ที่ไฮไลท์เพื่อดูสิ่งที่อยู่ข้างใน!
TID_TUTORIAL_EVENT_BOARD_NEW_PLAYERS_2,คุณสามารถดูข้อมูลเกี่ยวกับอีเวนท์ได้ที่นี่! แตะที่โปสเตอร์ที่ไฮไลท์เพื่อดูสิ่งที่อยู่ข้างใน!
TID_TUTORIAL_EVENT_BOARD_3,แตะที่ปุ่มข้อมูลเพื่อแสดงรายละเอียดและรางวัลเพิ่มเติม!
TID_TUTORIAL_EVENT_BOARD_4,กลับมาดูอีเวนท์ใหม่ๆ ที่น่าตื่นเต้นได้ทุกวัน!
TID_SKIP_INTRO,ข้าม
TID_GLOBAL_EVENT_THRESHOLD_REACHED,ขณะนี้คุณกำลังเข้าร่วมอีเวนท์ระดับโลกนี้อยู่
TID_BIRTHDAY_BALLOON1_25,ลูกโป่งดอกทานตะวัน
TID_BIRTHDAY_BALLOON2_25,ลูกโป่งสันติภาพ
TID_BIRTHDAY_BALLOON3_25,ลูกโป่งดอกไม้
TID_BIRTHDAY_BALLOON4_25,ลูกโป่งสายรุ้ง
TID_DECO_GROOVY_STAGE,เวทีฮิปปี้
TID_DECO_GROOVY_COOP,เล้าไก่ฮิปปี้
TID_ANIMAL_ACCESSORY_HAT_FLORAL_WREATH,มงกุฎดอกไม้
TID_ANIMAL_ACCESSORY_HAT_GROOVY_HAT,หมวกฮิปปี้
TID_DECO_MINDFUL_MOMENTS,มุมสงบใต้ร่มไม้
TID_EVENT_BOARD_INFO_POPUP_TITLE,วิธีการเล่น
TID_EVENT_BOARD_INFO_POPUP_TEXT_1,แตะที่ปุ่มข้อมูลสำหรับรายละเอียดเพิ่มเติมเกี่ยวกับอีเวนท์
TID_EVENT_BOARD_INFO_POPUP_TEXT_2,แตะที่ปุ่ม “ไปเลย” เพื่อเข้าถึงอีเวนท์เมื่อมาถึง
TID_EVENT_BOARD_INFO_POPUP_TEXT_3,เปิดใช้งานการแจ้งเตือนเพื่อรับแจ้งเมื่ออีเวนท์เริ่มต้นหรือสิ้นสุด ตรวจสอบให้แน่ใจว่าได้เปิดใช้งานการแจ้งเตือนอีเวนท์ในการตั้งค่าขั้นสูง
TID_EVENT_BOARD_INFO_POPUP_TEXT_4,บันทึกอีเวนท์ที่คุณชื่นชอบเพื่อให้เข้าถึงได้ง่ายในแท็บรายการโปรด
TID_NEW_EVENT_BOARD_EVENT_TOOLTIP_STARTS_IN,จะเริ่มใน: <TIME>
TID_NEW_EVENT_BOARD_EVENT_TOOLTIP_ENDS_IN,สิ้นสุดใน: <TIME>
TID_NEW_EVENT_BOARD_EVENT_TOOLTIP_LEAVES_IN,ออกจากกระดานใน: <TIME>
TID_DECO_VERTICAL_GARDEN,สวนแนวตั้ง
TID_DECO_SOLAR_FLOWERS,ดอกไม้พลังแสงอาทิตย์
TID_DECO_RAINWATER_COLLECTOR,บ่อเก็บน้ำฝน
TID_DECO_CLEANUP_CREW,ทีมทำความสะอาด
TID_DECO_EVENT_PHOTO_ALBUM_LIKES_LABEL,ชาวไร่ชื่นชอบงานออกแบบนี้
TID_DECO_EVENT_PHOTO_ALBUM_TASKS_LABEL,ภารกิจที่เสร็จแล้ว
TID_DECO_EVENT_PHOTO_ALBUM_COVER_TITLE,อัลบั้มงานออกแบบของ <NAME>
TID_DECO_EVENT_PHOTO_ALBUM_COVER_INFO,เติมเต็มหน้าเหล่านี้ด้วยการเข้าร่วมเทศกาลงานออกแบบ
TID_DECO_EVENT_PHOTO_ALBUM_PAGE_TITLE,งานออกแบบของ <NAME>
TID_DECO_EVENT_PHOTO_ALBUM_ADDED_PIN,ปักหมุดรูปถ่ายแล้ว!
TID_DECO_EVENT_PHOTO_ALBUM_REMOVED_PIN,เลิกปักหมุดรูปถ่ายแล้ว!
TID_DECO_EVENT_PHOTO_ALBUM_HIDDEN,ซ่อนรูปถ่ายแล้ว!
TID_DECO_EVENT_PHOTO_ALBUM_SHOWN,แสดงรูปถ่ายแล้ว!
TID_DECO_EVENT_PHOTO_ALBUM_HIDDEN_MAX,ถึงจำนวนสูงสุดของรูปถ่ายที่ซ่อนแล้ว
TID_DECO_EVENT_PHOTO_ALBUM_PINNED_MAX,ถึงจำนวนสูงสุดของรูปถ่ายที่แสดงแล้ว
TID_DECO_EVENT_PHOTO_ALBUM_HIDDEN_INFO,งานออกแบบนี้จะไม่แสดงให้ผู้เล่นคนอื่นเห็น
TID_DECO_EVENT_PHOTO_ALBUM_EMPTY_PHOTO_TIP_1,เข้าร่วมเทศกาลงานออกแบบเพื่อเติมเต็มคอลเลคชันงานออกแบบของคุณ
TID_DECO_EVENT_PHOTO_ALBUM_EMPTY_PHOTO_TIP_2,มีเพียงงานออกแบบที่ส่งแล้วเท่านั้นที่จะปรากฏในอัลบั้มรูปถ่าย
TID_DECO_EVENT_PHOTO_ALBUM_CLOSEUP_INFO,คุณสามารถเคลื่อนย้ายและซูมงานออกแบบได้ด้วยการแตะหน้าจอ ลองดูสิ!
TID_DECO_EVENT_PHOTO_ALBUM_FAVORITE_TITLE,งานออกแบบโปรดของ <NAME>
TID_DECO_STICKER_BOOK_SOURCE_DECO_EVENT_SHOP,ร้านค้าเทศกาลงานออกแบบ
TID_DECO_STICKER_BOOK_SOURCE_DECO_EVENT_SHOP_AVAILABLE,ขณะนี้มีของตกแต่งนี้ในร้านค้าเทศกาลงานออกแบบ
TID_DECO_STICKER_BOOK_SOURCE_DECO_EVENT_SHOP_NOT_YET_AVAILABLE,จะมีของตกแต่งนี้ในร้านค้าเทศกาลงานออกแบบ
TID_DECO_STICKER_BOOK_SOURCE_COMMUNITY_INBOX,อีเวนท์ชุมชน
TID_DECO_STICKER_BOOK_SOURCE_COMMUNITY_INBOX_AVAILABLE,ขณะนี้มีของตกแต่งนี้ในอีเวนท์ชุมชน
TID_DECO_STICKER_BOOK_SOURCE_COMMUNITY_INBOX_NOT_YET_AVAILABLE,จะมีของตกแต่งนี้ในอีเวนท์ชุมชน
TID_DECO_STICKER_BOOK_SOURCE_DECO_STICKER_BOOK_COLLECTION,คอลเลคชันของตกแต่ง
TID_DECO_STICKER_BOOK_SOURCE_DECO_STICKER_BOOK_COLLECTION_AVAILABLE,ขณะนี้มีของตกแต่งนี้ในคอลเลคชันของตกแต่ง
TID_DECO_STICKER_BOOK_SOURCE_DECO_STICKER_BOOK_COLLECTION_NOT_YET_AVAILABLE,จะมีของตกแต่งนี้ในคอลเลคชันของตกแต่ง
TID_DECO_STICKER_BOOK_SOURCE_GREGS_CALENDAR,ปฏิทินของขวัญของเกร็ก
TID_DECO_STICKER_BOOK_SOURCE_GREGS_CALENDAR_AVAILABLE,ขณะนี้มีของตกแต่งนี้ในปฏิทินของขวัญของเกร็ก
TID_DECO_STICKER_BOOK_SOURCE_GREGS_CALENDAR_NOT_YET_AVAILABLE,จะมีของตกแต่งนี้ในปฏิทินของขวัญของเกร็ก
TID_DECO_STICKER_BOOK_SOURCE_GLOBAL_EVENT_PERSONAL_THRESHOLD_REWARD,รางวัลขีดแบ่งกลางเลเวลส่วนบุคคลในอีเวนท์ระดับโลก
TID_DECO_STICKER_BOOK_SOURCE_GLOBAL_EVENT_PERSONAL_THRESHOLD_REWARD_AVAILABLE,ขณะนี้มีของตกแต่งนี้ในรางวัลขีดแบ่งกลางเลเวลส่วนบุคคลในอีเวนท์ระดับโลก
TID_DECO_STICKER_BOOK_SOURCE_GLOBAL_EVENT_PERSONAL_THRESHOLD_REWARD_NOT_YET_AVAILABLE,จะมีของตกแต่งนี้ในรางวัลขีดแบ่งกลางเลเวลส่วนบุคคลในอีเวนท์ระดับโลก
TID_PEOPLE_ORDER_YOU_HAVE_NEW_UI,คุณมี:
TID_PEOPLE_ORDER_NEED_NEW_UI,กำลังมองหา:
TID_PEOPLE_ORDER_WITH_GIFT_DISMISS_TITLE,แน่ใจหรือไม่?
TID_PEOPLE_ORDER_WITH_GIFT_DISMISS_TEXT,คุณจะสูญเสียของขวัญหากคุณพลาดคำสั่งซื้อนี้
TID_PEOPLE_ORDER_SEND_AWAY_CANCEL,ไม่ดีกว่า
TID_PEOPLE_ORDER_SEND_AWAY_CONFIRM,ส่งไปเลย
TID_TUTORIAL_V2_Name_Farm,ฟาร์มผืนเก่าพร้อมดำเนินกิจการอีกครั้ง! คุณจะเรียกฟาร์มนี้ว่าอะไรดีล่ะ?
TID_BLUEBERRY_BUSH,พุ่มบลูเบอร์รี
TID_BLUEBERRY,บลูเบอร์รี
TID_BLUEBERRY_BUSH_DESCRIPTION,เก็บได้สามครั้ง
TID_BLUEBERRY_DESCRIPTION,เก็บจากพุ่มบลูเบอร์รี
TID_FULL_SCREEN_WEB_VIEW_LOADING_ERROR_TITLE,ข้อผิดพลาด
TID_FULL_SCREEN_WEB_VIEW_LOADING_ERROR_TEXT,ไม่สามารถโหลดได้ เป็นความผิดพลาดทางเรา
TID_TUTORIAL_V2_WaitFirstOrder,รถกระบะจะออกไปส่งสินค้าและจะกลับมาพร้อมกับรางวัลของคุณ
TID_HAY_DAY_WRAPPED_NO_LONGER_ACTIVE_TITLE,งานฉลองจบลงแล้ว
TID_HAY_DAY_WRAPPED_BANNER_TAP_TO_REVEAL,แตะดูรายละเอียด
TID_FULL_SCREEN_WEB_VIEW_LOADING_TEXT_1,กำลังตรวจสอบสมุดตกปลา
TID_FULL_SCREEN_WEB_VIEW_LOADING_TEXT_2,กำลังเก็บข้อมูลเครื่องจักร
TID_FULL_SCREEN_WEB_VIEW_LOADING_TEXT_3,กำลังเลี้ยงแพะ
TID_FULL_SCREEN_WEB_VIEW_LOADING_TEXT_4,ช่างเป็นชาวไร่ที่ดีเสียจริง!
TID_FULL_SCREEN_WEB_VIEW_LOADING_TEXT_5,กำลังแวะไปซาวน่าหมู
TID_FULL_SCREEN_WEB_VIEW_LOADING_TEXT_6,ว้าว ระดับความสุขในฟาร์มของคุณสูงมาก!
TID_BARN_UPGRADE_PART_BOX_TOOLTIP,กล่องใบนี้มอบชิ้นส่วนอัปเกรดโรงนาให้กับคุณ
TID_SILO_UPGRADE_PART_BOX_TOOLTIP,กล่องใบนี้มอบชิ้นส่วนอัปเกรดยุ้งฉางให้กับคุณ
TID_NEW_EVENT_BOARD_GO_BUTTON_FARM_VISITOR_FLOATER,รอให้ผู้มาเยือนฟาร์มมาถึง
TID_NEW_EVENT_BOARD_GO_BUTTON_TOWN_VISITOR_FLOATER,รอให้ผู้มาเยือนเมืองมาถึง
